open_time,open,high,low,close,volume,close_time,quote_volume,trades,date
1486080000000,1086.75,1107.68,1061.51,1083.13,71523485.49,1486166399999,77469545410.02,180247,2017-02-03
1486166400000,1101.65,1153.32,1067.47,1110.86,70461316.59,1486252799999,78272488530.69,432758,2017-02-04
1486252800000,1084.34,1094.86,1067.64,1086.78,65298200.73,1486339199999,70964971333.29,300285,2017-02-05
1486339200000,1123.52,1134.75,1094.72,1108.65,26941307.04,1486425599999,29868590394.06,106679,2017-02-06
1486425600000,1093.23,1104.4,1066.14,1082.75,37467110.87,1486511999999,40567453943.31,354417,2017-02-07
1486512000000,1092.88,1135.74,1056.75,1094.05,42496971.94,1486598399999,46493605671.9,395861,2017-02-08
1486598400000,1098.7,1138.77,1078.06,1117.34,66557584.91,1486684799999,74367398075.69,386185,2017-02-09
1486684800000,1132.03,1136.07,1124.83,1127.55,36660029.79,1486771199999,41336060540.09,265337,2017-02-10
1486771200000,1129.34,1154.4,1106.29,1122.89,21865295.78,1486857599999,24552379583.4,86719,2017-02-11
1486857600000,1122.42,1145.8,1108.24,1121.97,63823219.83,1486943999999,71607750765.94,484386,2017-02-12
1486944000000,1105.71,1140.92,1063.33,1122.4,66974109.17,1487030399999,75171765233.22,275125,2017-02-13
1487030400000,1102.26,1161.46,1078.56,1109.37,74146207.73,1487116799999,82255833766.84,182009,2017-02-14
1487116800000,1132.4,1145.54,1095.0,1122.57,71905628.01,1487203199999,80719210758.16,354362,2017-02-15
1487203200000,1129.16,1134.89,1125.9,1129.02,30579270.89,1487289599999,34524565356.87,347825,2017-02-16
1487289600000,1150.64,1156.39,1149.11,1152.67,57131723.14,1487375999999,65854271265.26,195588,2017-02-17
1487376000000,1142.89,1157.48,1137.85,1145.88,70057317.45,1487462399999,80277420424.93,463278,2017-02-18
1487462400000,1129.19,1168.0,1098.55,1119.91,79514782.49,1487548799999,89049570447.1,400919,2017-02-19
1487548800000,1154.92,1165.47,1143.3,1151.52,75437836.3,1487635199999,86868157952.68,480934,2017-02-20
1487635200000,1130.4,1176.07,1115.09,1144.69,60842114.77,1487721599999,69645108749.87,220990,2017-02-21
1487721600000,1142.03,1166.62,1126.37,1143.58,30764883.94,1487807999999,35181975582.74,129603,2017-02-22
1487808000000,1176.65,1216.38,1133.75,1164.37,87009140.46,1487894399999,101310542512.71,498006,2017-02-23
1487894400000,1170.96,1195.42,1151.62,1173.16,70052454.25,1487980799999,82182771371.42,356986,2017-02-24
1487980800000,1176.35,1180.54,1170.58,1174.75,26467356.61,1488067199999,31092470172.85,310321,2017-02-25
1488067200000,1151.27,1184.01,1118.53,1152.98,70369476.3,1488153599999,81134358354.1,328627,2017-02-26
1488153600000,1162.39,1177.76,1153.34,1163.31,51426255.48,1488239999999,59824905990.19,327697,2017-02-27
1488240000000,1167.29,1179.63,1162.85,1175.24,46813802.34,1488326399999,55017523859.59,313503,2017-02-28
1488326400000,1185.97,1197.0,1182.6,1187.27,25885537.95,1488412799999,30733054888.71,313514,2017-03-01
1488412800000,1142.17,1209.29,1122.69,1169.71,60713303.56,1488499199999,71016701821.66,360189,2017-03-02
1488499200000,1177.17,1180.78,1172.41,1176.78,69407332.15,1488585599999,81677447958.24,414465,2017-03-03
1488585600000,1159.48,1195.79,1126.0,1166.66,38390170.04,1488671999999,44788122224.66,365782,2017-03-04
1488672000000,1175.66,1181.71,1157.84,1168.28,21297742.86,1488758399999,24881723572.43,192097,2017-03-05
1488758400000,1211.1,1227.78,1179.61,1199.82,53429767.85,1488844799999,64106155168.82,235525,2017-03-06
1488844800000,1207.89,1253.05,1190.99,1210.56,65377119.51,1488931199999,79143103951.14,486194,2017-03-07
1488931200000,1186.87,1203.81,1179.71,1193.09,61131048.32,1489017599999,72934584739.84,498987,2017-03-08
1489017600000,1211.3,1215.02,1208.37,1211.47,25461862.43,1489103999999,30846391409.92,447473,2017-03-09
1489104000000,1218.15,1253.51,1167.49,1205.21,31012696.61,1489190399999,37376736374.58,416175,2017-03-10
1489190400000,1238.39,1257.31,1174.04,1210.29,35348510.86,1489276799999,42782102124.82,264837,2017-03-11
1489276800000,1233.34,1274.71,1217.56,1244.85,55350684.57,1489363199999,68903242581.74,123197,2017-03-12
1489363200000,1273.92,1338.13,1254.18,1282.45,74207233.98,1489449599999,95167146493.41,317853,2017-03-13
1489449600000,1277.27,1282.55,1271.45,1278.4,24998246.71,1489535999999,31957696924.38,304632,2017-03-14
1489536000000,1323.53,1361.02,1300.76,1323.07,35676410.91,1489622399999,47202315728.81,118150,2017-03-15
1489622400000,1267.27,1300.43,1204.83,1276.97,78933511.76,1489708799999,100796036522.98,422797,2017-03-16
1489708800000,1347.02,1368.78,1317.21,1351.36,95145583.18,1489795199999,128575546966.46,402561,2017-03-17
1489795200000,1359.88,1362.05,1352.09,1359.31,32752046.25,1489881599999,44520287027.74,374929,2017-03-18
1489881600000,1372.16,1373.83,1370.43,1372.69,57852488.85,1489967999999,79413447032.39,471171,2017-03-19
1489968000000,1393.54,1406.91,1389.92,1398.91,87441254.43,1490054399999,122322192044.32,88759,2017-03-20
1490054400000,1375.55,1456.42,1344.21,1383.31,72758970.8,1490140799999,100647930376.79,339780,2017-03-21
1490140800000,1427.67,1449.6,1411.14,1433.05,40321491.8,1490227199999,57782895241.7,249159,2017-03-22
1490227200000,1462.41,1464.67,1457.24,1462.82,62877805.96,1490313599999,91978968654.04,208896,2017-03-23
1490313600000,1506.42,1512.4,1494.26,1502.5,66986198.87,1490399999999,100646619736.89,236363,2017-03-24
1490400000000,1502.73,1546.55,1446.25,1486.75,49877806.07,1490486399999,74155744246.04,331542,2017-03-25
1490486400000,1498.39,1518.18,1460.28,1501.08,76510389.73,1490572799999,114848475996.81,152047,2017-03-26
1490572800000,1528.73,1536.33,1522.12,1526.28,36611144.31,1490659199999,55878885965.75,133006,2017-03-27
1490659200000,1569.55,1578.84,1559.99,1572.35,64680716.54,1490745599999,101700559855.54,222252,2017-03-28
1490745600000,1596.96,1633.57,1559.84,1581.21,36960330.5,1490831999999,58442169701.36,82020,2017-03-29
1490832000000,1629.35,1657.84,1530.72,1584.6,38789673.68,1490918399999,61466074427.97,94103,2017-03-30
1490918400000,1621.06,1650.59,1588.45,1624.42,105497790.31,1491004799999,171372463694.47,70513,2017-03-31
1491004800000,1632.83,1644.53,1628.41,1636.11,69848301.62,1491091199999,114279802881.93,160631,2017-04-01
1491091200000,1672.41,1678.86,1662.28,1673.17,101826645.58,1491177599999,170373535258.46,114150,2017-04-02
1491177600000,1663.7,1674.56,1647.26,1659.58,90628181.03,1491263999999,150405081757.69,234854,2017-04-03
1491264000000,1653.86,1752.53,1626.93,1686.76,77476984.24,1491350399999,130685280383.97,129687,2017-04-04
1491350400000,1690.07,1743.18,1662.45,1705.1,45647017.71,1491436799999,77832591893.06,130564,2017-04-05
1491436800000,1705.53,1731.26,1676.71,1702.46,72229301.82,1491523199999,122967593144.57,465095,2017-04-06
1491523200000,1761.15,1763.81,1750.77,1758.86,47511851.08,1491609599999,83566668545.11,443438,2017-04-07
1491609600000,1780.76,1794.53,1769.96,1777.92,64745906.32,1491695999999,115113084142.58,490199,2017-04-08
1491696000000,1786.54,1805.68,1770.75,1792.22,82723151.8,1491782399999,148257692481.9,424675,2017-04-09
1491782400000,1792.67,1831.42,1780.72,1806.74,94488358.65,1491868799999,170716056522.55,112994,2017-04-10
1491868800000,1821.98,1838.62,1756.26,1800.47,50105964.43,1491955199999,90214315247.62,353955,2017-04-11
1491955200000,1831.56,1908.98,1799.13,1841.97,165233041.38,1492041599999,304354440982.75,445820,2017-04-12
1492041600000,1863.45,1887.81,1843.43,1863.36,66382271.42,1492127999999,123693922484.6,317201,2017-04-13
1492128000000,1881.65,1917.54,1848.11,1872.59,96658239.81,1492214399999,181000888374.63,306629,2017-04-14
1492214400000,1907.15,1917.27,1886.78,1906.83,90056338.22,1492300799999,171722003900.74,167523,2017-04-15
1492300800000,1954.04,1976.08,1907.69,1939.62,112188574.02,1492387199999,217603454552.03,324548,2017-04-16
1492387200000,1994.21,2023.8,1956.61,1994.14,97133082.7,1492473599999,193696649853.84,179683,2017-04-17
1492473600000,1973.23,1974.4,1972.54,1973.86,95708278.24,1492559999999,188915058906.57,60775,2017-04-18
1492560000000,1982.09,2010.23,1972.47,1995.62,99913734.14,1492646399999,199390082019.06,297739,2017-04-19
1492646400000,2009.21,2011.53,2002.66,2007.42,49315339.44,1492732799999,98996381513.95,60154,2017-04-20
1492732800000,1987.83,1994.74,1972.73,1982.23,71958209.11,1492819199999,142637745215.29,387436,2017-04-21
1492819200000,2036.07,2109.73,2003.21,2048.03,70397619.53,1492905599999,144176604825.42,139390,2017-04-22
1492905600000,2066.26,2103.66,2034.93,2069.92,106387129.81,1492991999999,220212425369.23,86708,2017-04-23
1492992000000,2148.23,2171.6,2123.83,2149.88,67065637.5,1493078399999,144183177122.28,177477,2017-04-24
1493078400000,2092.29,2123.39,2045.39,2103.03,140325579.86,1493164799999,295108766248.31,469738,2017-04-25
1493164800000,2137.77,2142.06,2126.06,2135.33,83626124.79,1493251199999,178569419773.5,304065,2017-04-26
1493251200000,2165.34,2223.41,2065.57,2146.47,78809856.37,1493337599999,169163303976.38,445888,2017-04-27
1493337600000,2144.15,2157.8,2105.61,2136.71,72930285.74,1493423999999,155831124884.93,149292,2017-04-28
1493424000000,2216.84,2275.36,2105.25,2216.83,97457124.83,1493510399999,216046090672.78,234807,2017-04-29
1493510400000,2226.48,2226.51,2226.44,2226.49,127052864.54,1493596799999,282881848837.81,186523,2017-04-30
1493596800000,2237.45,2283.36,2201.94,2247.45,55061106.25,1493683199999,123747018965.31,352268,2017-05-01
1493683200000,2211.64,2260.56,2188.19,2221.54,99135370.29,1493769599999,220233413231.49,190485,2017-05-02
1493769600000,2319.98,2410.04,2248.29,2303.93,92100699.18,1493855999999,212193629496.32,139384,2017-05-03
1493856000000,2235.26,2300.6,2187.53,2247.08,135664303.48,1493942399999,304848367486.19,453647,2017-05-04
1493942400000,2323.21,2344.34,2308.92,2321.5,44849710.02,1494028799999,104118488722.17,268778,2017-05-05
1494028800000,2382.49,2394.9,2374.55,2386.11,133985556.85,1494115199999,319704774395.8,443969,2017-05-06
1494115200000,2298.96,2365.45,2272.06,2316.87,127613470.48,1494201599999,295663346363.72,475260,2017-05-07
1494201600000,2352.42,2371.55,2333.26,2348.41,114616805.19,1494287999999,269166762215.83,279756,2017-05-08
1494288000000,2376.68,2409.02,2363.96,2387.06,150540369.97,1494374399999,359349137064.06,197970,2017-05-09
1494374400000,2402.92,2428.4,2346.95,2389.42,162565703.34,1494460799999,388438298969.82,190813,2017-05-10
1494460800000,2409.99,2434.29,2346.32,2378.58,67586793.36,1494547199999,160760891569.13,74135,2017-05-11
1494547200000,2469.93,2495.87,2406.61,2445.43,96072538.85,1494633599999,234938802342.19,125725,2017-05-12
1494633600000,2429.26,2436.87,2421.46,2431.76,107189599.59,1494719999999,260659212763.84,257404,2017-05-13
1494720000000,2517.15,2577.26,2416.7,2497.01,64448150.98,1494806399999,160927374490.47,427484,2017-05-14
1494806400000,2475.02,2522.26,2392.76,2475.02,64790619.96,1494892799999,160358068395.86,233500,2017-05-15
1494892800000,2622.01,2643.84,2546.02,2569.28,148006993.14,1494979199999,380271775615.19,334119,2017-05-16
1494979200000,2551.29,2584.43,2485.42,2518.21,101179800.12,1495065599999,254792178260.01,112664,2017-05-17
1495065600000,2555.88,2568.47,2509.77,2551.94,97548288.17,1495151999999,248937501068.16,210736,2017-05-18
1495152000000,2603.27,2619.54,2586.78,2606.78,105595712.71,1495238399999,275264882212.04,112267,2017-05-19
1495238400000,2548.16,2724.74,2491.16,2562.89,176195899.27,1495324799999,451571305244.82,317914,2017-05-20
1495324800000,2687.41,2736.54,2576.96,2628.21,163714233.41,1495411199999,430274868886.39,238536,2017-05-21
1495411200000,2715.59,2767.53,2618.61,2682.21,147750657.61,1495497599999,396298607466.92,194384,2017-05-22
1495497600000,2607.15,2640.79,2591.13,2609.21,105807976.31,1495583999999,276074732414.8,148835,2017-05-23
1495584000000,2685.24,2688.66,2676.99,2686.2,133988104.39,1495670399999,359919055822.65,125516,2017-05-24
1495670400000,2711.65,2723.39,2699.55,2708.42,89827768.95,1495756799999,243291344170.23,218671,2017-05-25
1495756800000,2721.48,2736.66,2715.97,2726.82,47171382.57,1495843199999,128627654610.53,497448,2017-05-26
1495843200000,2670.44,2713.46,2604.46,2662.82,132531203.71,1495929599999,352906781792.29,437650,2017-05-27
1495929600000,2679.96,2693.75,2652.35,2661.56,105762681.02,1496015999999,281493622306.07,494978,2017-05-28
1496016000000,2728.58,2744.3,2711.35,2722.83,175483248.46,1496102399999,477811071417.78,435888,2017-05-29
1496102400000,2716.7,2717.29,2716.3,2717.0,41724089.43,1496188799999,113364411445.81,231566,2017-05-30
1496188800000,2684.71,2744.22,2669.8,2716.97,91415961.63,1496275199999,248374061469.83,158524,2017-05-31
1496275200000,2718.21,2740.76,2707.97,2721.56,123909721.54,1496361599999,337227969281.67,181112,2017-06-01
1496361600000,2686.86,2823.64,2552.38,2689.64,117066803.51,1496447999999,314867077588.11,98060,2017-06-02
1496448000000,2739.04,2817.56,2691.2,2720.8,101047459.43,1496534399999,274929644807.62,194180,2017-06-03
1496534400000,2707.81,2737.23,2696.69,2724.25,55258696.95,1496620799999,150538679183.62,459243,2017-06-04
1496620800000,2683.87,2710.35,2654.38,2692.89,56686292.59,1496707199999,152650110116.64,479951,2017-06-05
1496707200000,2747.86,2796.89,2734.99,2778.49,121150945.94,1496793599999,336617086520.84,396249,2017-06-06
1496793600000,2747.12,2766.76,2703.05,2734.58,165814080.23,1496879999999,453431624856.42,139648,2017-06-07
1496880000000,2683.51,2724.27,2638.14,2681.7,74300096.86,1496966399999,199250248781.03,361060,2017-06-08
1496966400000,2739.17,2774.92,2703.14,2743.5,174902832.58,1497052799999,479846787653.07,382761,2017-06-09
1497052800000,2699.74,2744.67,2666.35,2691.67,112939267.77,1497139199999,303995749526.46,67915,2017-06-10
1497139200000,2755.3,2766.53,2717.22,2750.74,93788987.19,1497225599999,257988899758.36,69395,2017-06-11
1497225600000,2781.22,2796.07,2752.64,2764.38,60452082.98,1497311999999,167112354416.83,491565,2017-06-12
1497312000000,2674.52,2752.52,2621.3,2701.08,151384443.92,1497398399999,408900873007.46,136407,2017-06-13
1497398400000,2742.42,2790.51,2711.91,2760.97,155960975.02,1497484799999,430602819347.37,210180,2017-06-14
1497484800000,2745.67,2758.72,2716.8,2744.41,98980784.98,1497571199999,271643799372.45,109520,2017-06-15
1497571200000,2756.49,2783.46,2722.08,2759.31,147451860.37,1497657599999,406864927340.78,213125,2017-06-16
1497657600000,2808.48,2847.73,2772.05,2796.05,168041310.75,1497743999999,469851822375.93,131071,2017-06-17
1497744000000,2688.68,2755.77,2645.85,2727.24,63221003.52,1497830399999,172418825207.13,324415,2017-06-18
1497830400000,2685.07,2750.8,2663.36,2712.01,74870974.7,1497916799999,203050916224.59,184089,2017-06-19
1497916800000,2709.09,2709.2,2708.73,2709.01,60452813.25,1498003199999,163767087997.24,484624,2017-06-20
1498003200000,2709.95,2719.98,2698.74,2712.88,156683962.91,1498089599999,425065560118.15,299296,2017-06-21
1498089600000,2691.02,2781.44,2631.57,2738.64,117149169.02,1498175999999,320829432789.59,391920,2017-06-22
1498176000000,2753.61,2760.45,2741.31,2753.87,119893384.88,1498262399999,330171391961.49,446402,2017-06-23
1498262400000,2734.79,2855.51,2634.3,2753.23,115753854.26,1498348799999,318696858253.76,482697,2017-06-24
1498348800000,2770.83,2782.37,2762.77,2772.84,162694144.86,1498435199999,451125075126.57,306029,2017-06-25
1498435200000,2758.44,2776.41,2714.63,2747.49,101042021.56,1498521599999,277611683846.44,407270,2017-06-26
1498521600000,2814.15,2843.18,2761.41,2796.47,164126443.08,1498607999999,458974737576.66,430267,2017-06-27
1498608000000,2734.82,2766.48,2706.72,2741.27,152070521.64,1498694399999,416865799931.79,210642,2017-06-28
1498694400000,2845.0,2849.33,2836.96,2841.28,116045135.22,1498780799999,329717206146.95,141828,2017-06-29
1498780800000,2806.12,2825.01,2739.0,2773.61,163885707.46,1498867199999,454555083184.3,480710,2017-06-30
1498867200000,2744.25,2765.49,2684.18,2726.08,127544173.42,1498953599999,347695644046.47,368275,2017-07-01
1498953600000,2713.27,2730.15,2709.03,2720.47,49564341.71,1499039999999,134838171260.88,489777,2017-07-02
1499040000000,2784.32,2831.21,2673.09,2773.32,154769524.4,1499126399999,429224968877.01,118915,2017-07-03
1499126400000,2776.33,2795.68,2705.57,2751.43,131137628.89,1499212799999,360815428834.65,203738,2017-07-04
1499212800000,2843.28,2877.92,2745.49,2783.94,78380462.78,1499299199999,218206845264.65,197529,2017-07-05
1499299200000,2784.23,2794.67,2758.33,2777.45,92134352.8,1499385599999,255898406866.25,441342,2017-07-06
1499385600000,2758.91,2793.03,2675.98,2760.82,83684561.89,1499471999999,231038043382.0,243655,2017-07-07
1499472000000,2724.41,2764.17,2705.88,2736.61,75772472.8,1499558399999,207359877683.32,68673,2017-07-08
1499558400000,2726.79,2749.31,2670.36,2715.89,147744150.51,1499644799999,401257223443.42,245928,2017-07-09
1499644800000,2753.54,2754.63,2751.64,2752.82,57013136.0,1499731199999,156946759046.97,186248,2017-07-10
1499731200000,2801.95,2839.48,2754.13,2797.58,74982445.53,1499817599999,209769035692.82,220881,2017-07-11
1499817600000,2783.51,2800.75,2750.42,2777.71,125675299.56,1499903999999,349089061622.42,136410,2017-07-12
1499904000000,2731.38,2735.95,2725.52,2730.62,103335366.95,1499990399999,282169587618.47,287895,2017-07-13
1499990400000,2769.9,2787.36,2762.0,2779.29,55492632.57,1500076799999,154230300827.98,246310,2017-07-14
1500076800000,2771.4,2917.34,2687.13,2787.83,170057577.45,1500163199999,474091797897.14,206151,2017-07-15
1500163200000,2788.94,2883.66,2699.79,2747.02,125517341.79,1500249599999,344798966822.31,464241,2017-07-16
1500249600000,2782.9,2783.68,2781.49,2783.07,103217789.95,1500335999999,287261885473.35,88431,2017-07-17
1500336000000,2781.55,2782.42,2780.71,2781.35,95862883.14,1500422399999,266628536463.91,83703,2017-07-18
1500422400000,2724.74,2755.56,2708.59,2742.74,72907800.87,1500508799999,199967197294.14,277210,2017-07-19
1500508800000,2803.18,2817.2,2770.39,2794.3,70723031.2,1500595199999,197621283321.24,70318,2017-07-20
1500595200000,2796.53,2812.22,2787.81,2802.56,99952380.49,1500681599999,280122246747.72,67965,2017-07-21
1500681600000,2813.98,2946.06,2729.78,2821.49,86163327.8,1500767999999,243109270435.61,215059,2017-07-22
1500768000000,2830.62,2861.13,2722.57,2822.01,224432060.16,1500854399999,633348415301.74,439281,2017-07-23
1500854400000,2720.95,2803.14,2647.05,2742.14,140818993.2,1500940799999,386145407794.54,390999,2017-07-24
1500940800000,2773.48,2788.94,2725.88,2758.31,58049864.49,1501027199999,160119568745.23,268535,2017-07-25
1501027200000,2808.57,2819.81,2800.88,2808.43,157476231.75,1501113599999,442260520377.67,301648,2017-07-26
1501113600000,2801.9,2850.93,2788.9,2809.86,195401139.08,1501199999999,549050808527.69,219643,2017-07-27
1501200000000,2810.4,2858.84,2752.29,2811.39,68851025.33,1501286399999,193566870179.25,311774,2017-07-28
1501286400000,2931.98,2937.95,2916.01,2924.84,135107356.03,1501372799999,395166864892.87,454662,2017-07-29
1501372800000,2836.88,2854.97,2783.98,2816.22,171559891.61,1501459199999,483150500124.36,354379,2017-07-30
1501459200000,2841.46,2849.56,2826.15,2836.66,111284160.62,1501545599999,315675814253.51,151605,2017-07-31
1501545600000,2821.26,2850.79,2809.27,2832.05,186693620.03,1501631999999,528726499116.16,144093,2017-08-01
1501632000000,2831.75,2834.19,2826.98,2830.85,99401241.81,1501718399999,281389519979.41,304437,2017-08-02
1501718400000,2843.31,2908.03,2772.33,2807.12,209082337.61,1501804799999,586918683344.46,224587,2017-08-03
1501804800000,2863.55,2869.15,2845.69,2852.41,147046142.27,1501891199999,419436019388.51,473600,2017-08-04
1501891200000,2819.12,2897.56,2766.98,2809.26,166639149.33,1501977599999,468132511596.73,394392,2017-08-05
1501977600000,2898.4,2950.83,2787.58,2836.36,185395694.64,1502063999999,525849124525.79,78707,2017-08-06
1502064000000,2820.26,2897.79,2710.68,2836.71,184482423.27,1502150399999,523323962397.5,489477,2017-08-07
1502150400000,2850.73,2900.71,2808.04,2865.03,185277288.29,1502236799999,530825790778.11,131295,2017-08-08
1502236800000,2938.48,3006.18,2879.22,2950.86,183766256.41,1502323199999,542268277503.99,152749,2017-08-09
1502323200000,2808.74,2834.76,2784.28,2815.47,75864041.89,1502409599999,213592730329.8,209658,2017-08-10
1502409600000,2888.93,2949.18,2864.19,2912.68,140585306.72,1502495999999,409479904622.67,349132,2017-08-11
1502496000000,2839.62,2848.31,2832.62,2841.7,110835131.94,1502582399999,314960002829.04,53308,2017-08-12
1502582400000,2900.2,2916.08,2841.37,2890.21,124317455.92,1502668799999,359303017632.99,275875,2017-08-13
1502668800000,2971.34,3058.74,2864.85,2953.65,198150113.13,1502755199999,585266935107.47,438964,2017-08-14
1502755200000,2921.56,2998.65,2796.67,2926.7,75693389.65,1502841599999,221531862014.36,438331,2017-08-15
1502841600000,2936.9,3034.88,2826.49,2895.4,162095615.55,1502927999999,469331113117.76,444987,2017-08-16
1502928000000,2938.17,2947.76,2903.56,2916.97,125659139.6,1503014399999,366543592697.01,180894,2017-08-17
1503014400000,2961.51,3000.83,2937.11,2975.18,78829029.09,1503100799999,234530387806.89,108082,2017-08-18
1503100800000,2924.19,2986.47,2897.54,2934.06,109627971.37,1503187199999,321654758159.55,472965,2017-08-19
1503187200000,2960.38,3008.85,2913.59,2976.6,80866275.38,1503273599999,240706602769.97,451013,2017-08-20
1503273600000,2986.12,3139.51,2932.79,2979.41,205336959.29,1503359999999,611782211971.44,176821,2017-08-21
1503360000000,2959.13,2975.15,2954.79,2963.31,160389743.98,1503446399999,475285063152.25,110495,2017-08-22
1503446400000,3136.2,3196.32,3014.09,3072.62,75463513.21,1503532799999,231870941384.73,392850,2017-08-23
1503532800000,3040.6,3087.13,2989.93,3027.3,130148895.91,1503619199999,393999666468.47,225143,2017-08-24
1503619200000,2939.83,3031.58,2846.07,2940.1,132545615.73,1503705599999,389697918493.76,175412,2017-08-25
1503705600000,3081.56,3166.87,2978.18,3028.98,116805669.53,1503791999999,353802539016.37,175553,2017-08-26
1503792000000,3006.53,3010.15,3003.39,3007.04,117334635.95,1503878399999,352829912172.98,166456,2017-08-27
1503878400000,3070.59,3099.22,3052.91,3071.1,207772681.3,1503964799999,638090010027.78,475118,2017-08-28
1503964800000,3060.37,3087.27,3001.49,3019.89,208918823.48,1504051199999,630912533718.58,91096,2017-08-29
1504051200000,3007.66,3116.77,2888.25,3053.57,69952106.66,1504137599999,213603494499.53,165934,2017-08-30
1504137600000,3028.99,3222.71,2913.99,3085.25,177168297.22,1504223999999,546608524175.17,289995,2017-08-31
1504224000000,3123.47,3132.4,3090.58,3107.51,185924552.01,1504310399999,577761975857.7,274249,2017-09-01
1504310400000,3034.55,3122.42,2943.42,3040.02,243243271.97,1504396799999,739463797085.22,325103,2017-09-02
1504396800000,3060.79,3106.3,3041.08,3080.92,112459122.9,1504483199999,346477183898.37,206131,2017-09-03
1504483200000,3078.0,3165.96,2972.26,3084.54,127383307.57,1504569599999,392919110249.6,414490,2017-09-04
1504569600000,3086.96,3100.51,3073.27,3086.72,89699399.25,1504655999999,276876943372.5,54089,2017-09-05
1504656000000,3184.07,3195.27,3170.78,3186.1,178633145.41,1504742399999,569142815702.96,112752,2017-09-06
1504742400000,3137.18,3284.32,2957.45,3144.09,230420687.43,1504828799999,724464439571.41,217419,2017-09-07
1504828800000,3086.91,3094.94,3082.65,3090.3,184936950.31,1504915199999,571510896843.84,481162,2017-09-08
1504915200000,3197.17,3218.24,3138.03,3181.33,227404890.91,1505001599999,723448894985.7,249547,2017-09-09
1505001600000,3245.19,3257.54,3223.06,3235.91,60137848.81,1505087999999,194600939170.12,72182,2017-09-10
