date,open,high,low,close,volume,quote_volume,trades
2018-01-15,27974.73,27974.73,24625.78,25676.24,154024.46,3954768487.96,30943
2018-01-16,25676.24,25676.24,23305.38,23547.45,76081.78,1791531862.58,26524
2018-01-17,23547.45,23857.03,22284.98,22949.06,101204.5,2322548308.62,43925
2018-01-18,22949.06,27854.36,22949.06,26770.44,166656.72,4461473024.16,31704
2018-01-19,26770.44,29639.58,26770.44,29202.8,162754.13,4752876476.49,36073
2018-01-20,29202.8,29202.8,26944.42,27626.51,106736.9,2948767980.29,29917
2018-01-21,27626.51,28181.36,27138.71,27425.97,78201.06,2144740212.75,43468
2018-01-22,27425.97,28860.11,25199.12,26482.23,94052.81,2490728512.01,42254
2018-01-23,26482.23,27870.38,26482.23,27659.78,88379.14,2444547798.25,36267
2018-01-24,27659.78,27804.9,26096.05,26904.88,95771.76,2576727460.7,25480
2018-01-25,26904.88,26904.88,25200.67,26164.53,61474.86,1608460758.29,29947
2018-01-26,26164.53,27677.4,26164.53,26781.59,61162.86,1638038539.56,27433
2018-01-27,26781.59,26781.59,21922.94,23052.63,233042.25,5372236815.31,36713
2018-01-28,23052.63,23309.62,22070.52,22424.68,82489.5,1849800281.71,27879
2018-01-29,22424.68,24215.03,20012.09,22410.65,73769.53,1653222825.44,41564
2018-01-30,22410.65,22881.78,20810.71,22391.04,117246.87,2625279939.02,49812
2018-01-31,22391.04,22391.04,19699.85,21206.89,136517.9,2895119802.15,40010
2018-02-01,21206.89,26561.77,21206.89,24739.11,106154.66,2626171893.17,29643
2018-02-02,24739.11,28966.48,24739.11,27499.92,340506.47,9363899672.6,44653
2018-02-03,27499.92,27499.92,25235.56,25611.37,113735.56,2912922955.46,25722
2018-02-04,25611.37,28674.27,25611.37,27075.78,77480.49,2097844849.5,29691
2018-02-05,27075.78,27075.78,25239.36,25424.9,109379.53,2780963365.35,34117
2018-02-06,7867.17,8156.36,7867.17,8000.0,65838.36,526706916.01,32590
2018-02-07,8000.0,8000.0,7638.77,7817.64,89589.84,700380977.76,35310
2018-02-08,7817.64,8454.96,7764.77,8326.86,83780.48,697628193.06,36726
2018-02-09,8326.86,8326.86,7515.2,8013.79,127530.95,1022005769.4,27604
2018-02-10,8013.79,8487.84,8013.79,8460.87,131366.55,1111475386.63,34906
2018-02-11,8460.87,8746.9,8460.87,8486.74,76766.21,651495060.17,40834
2018-02-12,8486.74,8486.74,7540.18,7848.53,69700.53,547046445.96,30339
2018-02-13,7848.53,7848.53,7182.85,7370.16,119784.37,882829857.82,25751
2018-02-14,7370.16,7930.69,7370.16,7737.02,101082.68,782078966.13,30274
2018-02-15,7737.02,8093.37,7737.02,7959.94,70437.44,560677890.09,35705
2018-02-16,7959.94,8225.68,7959.94,8036.7,70161.05,563863508.42,25871
2018-02-17,8036.7,8657.61,7985.42,8418.66,97830.84,823605021.25,46557
2018-02-18,8418.66,8815.61,8418.66,8575.63,65255.63,559608454.29,27513
2018-02-19,8575.63,8586.44,8349.27,8478.09,92877.86,787426507.2,29385
2018-02-20,8478.09,8870.69,8478.09,8705.84,71076.48,618780687.86,30071
2018-02-21,8705.84,9709.95,8705.84,9336.67,180875.34,1688773335.46,35365
2018-02-22,9336.67,10508.74,9336.67,10491.23,129344.21,1356979389.07,27251
2018-02-23,10491.23,12114.09,10491.23,11167.73,121487.36,1356738137.6,31504
2018-02-24,11167.73,13291.22,11167.73,12228.33,83147.88,1016759369.84,28717
2018-02-25,12228.33,12228.33,11877.82,11899.01,89965.1,1070495175.92,43024
2018-02-26,11899.01,14880.54,11899.01,13527.73,103934.8,1406001813.14,27832
2018-02-27,13527.73,13527.73,12643.12,13189.69,98208.45,1295338972.56,34665
2018-02-28,13189.69,13895.89,13189.69,13583.65,70345.3,955546180.68,30636
2018-03-01,13583.65,14008.16,13520.39,13839.43,55167.3,763484139.43,28024
2018-03-02,13839.43,13839.43,12545.63,12850.99,181863.24,2337122325.86,40342
2018-03-03,12850.99,13927.09,12702.83,13699.39,110522.61,1514092123.89,35439
2018-03-04,13699.39,13699.39,13105.87,13540.82,47224.91,639464197.74,30071
2018-03-05,13540.82,13540.82,12826.28,12961.02,121301.1,1572185386.0,33786
2018-03-06,12961.02,13296.13,12961.02,13283.03,71870.89,954662878.2,28915
2018-03-07,13283.03,13328.32,12618.02,12954.05,46540.63,602889613.79,26088
2018-03-08,12954.05,14217.15,12954.05,13758.31,268282.59,3691116344.54,44601
2018-03-09,13758.31,14068.23,13507.23,13525.11,66230.53,895775393.74,36682
2018-03-10,13525.11,14586.93,13322.49,13519.55,34235.56,462849529.35,33748
2018-03-11,13519.55,14856.94,13519.55,14717.92,98177.39,1444966985.55,36423
2018-03-12,14717.92,15139.89,14170.18,14361.65,84768.87,1217421195.19,25883
2018-03-13,14361.65,15079.56,13828.25,14393.71,72158.64,1038630846.1,27765
2018-03-14,14393.71,15774.2,14393.71,15444.29,130134.65,2009837632.02,36912
2018-03-15,15444.29,15836.9,14918.27,15790.64,68648.94,1084010467.35,27289
2018-03-16,15790.64,15790.64,14784.4,15007.97,145855.26,2188991734.64,33024
2018-03-17,15007.97,15007.97,13300.6,13896.41,156694.76,2177494307.91,31802
2018-03-18,13896.41,13896.41,13307.55,13500.43,57827.26,780693041.71,27825
2018-03-19,13500.43,14307.37,13500.43,13943.01,122281.01,1704965301.99,31071
2018-03-20,13943.01,15889.0,13943.01,15245.61,81502.22,1242550769.68,27811
2018-03-21,15245.61,16670.55,15245.61,16321.25,106400.67,1736591720.47,30833
2018-03-22,16321.25,16441.62,14767.14,15670.51,108491.51,1700116972.32,32458
2018-03-23,15670.51,15961.15,15334.89,15517.75,62992.53,977502051.53,30568
2018-03-24,15517.75,17256.37,15517.75,16920.98,89971.73,1522409471.07,42377
2018-03-25,16920.98,16920.98,15350.96,15425.97,101762.44,1569783998.85,29838
2018-03-26,15425.97,15733.08,15425.97,15624.19,113992.88,1781046127.97,38405
2018-03-27,15624.19,15624.19,14862.07,14993.06,73417.69,1100755704.16,33375
2018-03-28,14993.06,17117.11,14993.06,16445.06,166289.64,2734643731.57,33885
2018-03-29,16445.06,18483.72,16445.06,17860.83,106149.51,1895918193.76,28262
2018-03-30,17860.83,18312.12,17860.83,18255.18,96193.84,1756035923.04,33126
2018-03-31,18255.18,18255.18,17060.37,17921.33,88016.53,1577373613.76,29944
2018-04-01,17921.33,21482.28,17921.33,19911.84,190127.46,3785788437.34,43991
2018-04-02,19911.84,20422.91,18846.08,19237.89,99198.87,1908377323.61,28286
2018-04-03,19237.89,20242.07,19237.89,19830.57,71534.27,1418565626.58,27504
2018-04-04,19830.57,20469.03,19317.14,19917.01,69643.34,1387087185.78,37879
2018-04-05,19917.01,21659.45,19917.01,21473.94,177077.33,3802547929.36,32198
2018-04-06,21473.94,21473.94,18914.22,19620.03,160174.66,3142632154.64,27779
2018-04-07,19620.03,21355.49,19620.03,20357.79,63564.26,1294028071.9,29541
2018-04-08,20357.79,22016.97,20000.16,21431.17,104447.61,2238434193.5,30890
2018-04-09,21431.17,24681.26,21431.17,23335.65,126077.56,2942102241.41,41810
2018-04-10,23335.65,27479.03,23335.65,26441.29,97268.24,2571898088.25,26811
2018-04-11,26441.29,27891.55,25674.16,25926.19,51058.46,1323751320.23,26264
2018-04-12,25926.19,26839.85,23717.33,25240.87,139172.5,3512834395.35,41309
2018-04-13,25240.87,25240.87,23685.15,24341.13,100830.15,2454319737.96,25070
2018-04-14,24341.13,24470.97,23086.25,23586.22,110854.32,2614634862.43,34478
2018-04-15,23586.22,28348.47,23586.22,25869.0,88453.13,2288194326.6,29317
2018-04-16,25869.0,27697.51,25869.0,26937.38,55910.31,1506077332.64,29800
2018-04-17,26937.38,26937.38,24229.05,24694.62,115739.04,2858131426.02,43618
2018-04-18,24694.62,25631.63,24694.62,25337.61,83922.51,2126396074.83,36474
2018-04-19,25337.61,25337.61,22371.03,23847.99,132342.37,3156099576.79,37533
2018-04-20,23847.99,25061.24,23011.81,23921.2,78667.56,1881822644.16,30277
2018-04-21,23921.2,25504.63,23823.52,23957.78,67664.56,1621093063.1,35329
2018-04-22,23957.78,24364.16,23752.39,24069.41,85519.77,2058410338.2,26921
2018-04-23,24069.41,24069.41,23048.71,23088.03,68001.51,1570020783.65,27056
2018-04-24,23088.03,26015.61,23088.03,23663.75,107299.4,2539106069.7,34001
2018-04-25,23663.75,24976.95,23663.75,24686.24,69820.53,1723606288.67,28953
2018-04-26,24686.24,24686.24,22947.49,23039.69,88677.41,2043100148.63,34763
2018-04-27,23039.69,23501.34,23039.69,23227.61,54781.21,1272436664.28,33402
2018-04-28,23227.61,23630.93,22215.33,23395.18,64615.38,1511688556.48,30260
2018-04-29,23395.18,24237.28,23271.14,24156.12,83036.26,2005833713.63,42628
2018-04-30,24156.12,24494.88,24156.12,24295.97,69751.77,1694687176.96,32024
2018-05-01,24295.97,24295.97,21468.62,21900.84,102027.85,2234495418.46,33846
2018-05-02,21900.84,23880.8,21900.84,23021.57,239154.98,5505722185.93,38331
2018-05-03,23021.57,24076.18,23021.57,24012.71,86113.63,2067821787.95,33084
2018-05-04,24012.71,24012.71,23030.31,23445.81,67679.78,1586807143.64,31329
2018-05-05,23445.81,23852.21,21124.1,23064.61,68040.22,1569321332.68,27955
2018-05-06,23064.61,23064.61,21086.09,22385.04,52147.29,1167319343.3,25826
2018-05-07,22385.04,24478.11,22385.04,23476.27,160304.41,3763349708.66,29483
2018-05-08,23476.27,24649.93,22471.2,23251.48,71938.6,1672678799.16,32107
2018-05-09,23251.48,23877.05,22758.25,22801.11,73821.36,1683208656.77,31472
2018-05-10,22801.11,24476.53,22801.11,23974.12,83398.12,1999396281.74,32090
2018-05-11,23974.12,26425.88,23974.12,25431.79,130577.81,3320827966.71,39461
2018-05-12,25431.79,25431.79,23028.38,23420.32,99956.05,2341002817.43,28174
2018-05-13,23420.32,24575.51,23420.32,24526.05,99078.31,2430000024.89,25833
2018-05-14,24526.05,24526.05,21735.35,21739.22,175931.46,3824612744.89,35383
2018-05-15,21739.22,22279.79,20941.2,21337.53,108987.06,2325514047.68,43307
2018-05-16,21337.53,21510.46,20316.16,21254.63,90016.66,1913270463.97,36881
2018-05-17,21254.63,23327.97,21254.63,22746.14,131129.09,2982680152.78,37191
2018-05-18,22746.14,24366.56,22746.14,23589.15,80381.36,1896127960.28,33338
2018-05-19,23589.15,23589.15,21182.23,21522.86,97917.66,2107468393.34,30465
2018-05-20,21522.86,21897.41,21145.46,21683.14,40922.5,887328391.38,26995
2018-05-21,21683.14,24244.11,21683.14,23662.52,110698.55,2619406057.25,26915
2018-05-22,23662.52,24458.88,23662.52,24041.72,63302.45,1521899457.8,27650
2018-05-23,24041.72,24552.94,22548.22,23639.61,79771.83,1885774692.33,36890
2018-05-24,23639.61,25315.57,23639.61,25288.24,155864.54,3941540508.07,42929
2018-05-25,25288.24,26102.86,24922.85,25418.25,63836.28,1622606684.73,27709
2018-05-26,25418.25,27496.15,25418.25,25903.71,37146.07,962220787.9,28036
2018-05-27,25903.71,25903.71,22929.9,23939.71,46530.7,1113931400.36,25911
2018-05-28,23939.71,24161.54,23001.45,23767.43,50756.03,1206340252.1,30458
2018-05-29,23767.43,27050.12,23767.43,26550.19,74691.79,1983081146.77,31627
2018-05-30,26550.19,27592.59,25812.68,26905.98,132362.26,3561336703.89,40184
2018-05-31,26905.98,26905.98,24639.34,25655.9,77427.51,1986472684.4,25379
2018-06-01,25655.9,26155.81,25171.41,25836.31,56495.83,1459643718.22,36946
2018-06-02,25836.31,25836.31,23909.38,24326.63,120400.35,2928934930.33,30091
2018-06-03,24326.63,25494.57,23562.3,24362.91,93509.9,2278173052.01,44361
2018-06-04,24362.91,24362.91,22548.24,23549.62,105058.77,2474094548.9,32236
2018-06-05,23549.62,23549.62,21765.87,22373.4,101066.25,2261195904.88,27726
2018-06-06,22373.4,22870.91,22043.61,22153.1,46655.75,1033569347.46,42048
2018-06-07,22153.1,23206.49,22153.1,23098.89,77084.1,1780557411.79,27529
2018-06-08,23098.89,23812.83,22941.13,23665.92,76943.51,1820938834.91,27218
2018-06-09,23665.92,23665.92,16797.52,17218.78,220841.74,3802624411.55,26959
2018-06-10,17218.78,17743.68,16933.96,17230.89,56666.09,976407183.18,31593
2018-06-11,17230.89,17429.36,16871.77,17235.17,70294.45,1211537043.92,34107
2018-06-12,17235.17,17235.17,15769.03,15923.96,182691.48,2909171906.94,41063
2018-06-13,15923.96,18114.66,15923.96,17497.67,152499.51,2668385882.64,29283
2018-06-14,17497.67,17497.67,16193.25,16308.25,89424.67,1458359849.72,32343
2018-06-15,16308.25,16308.25,15427.67,15667.33,91073.79,1426882686.07,32337
2018-06-16,15667.33,15667.33,14805.15,15384.66,79144.44,1217610497.07,27651
2018-06-17,15384.66,16803.23,15049.19,16444.86,118452.06,1947927423.64,43100
2018-06-18,16444.86,16456.63,15494.24,15675.28,106507.07,1669527969.82,33858
2018-06-19,15675.28,18869.67,15675.28,17603.26,280561.58,4938797730.3,37218
2018-06-20,17603.26,18810.84,17603.26,18191.56,93313.91,1697525417.98,34654
2018-06-21,18191.56,18731.38,17157.61,18573.44,73871.19,1372042133.91,29242
2018-06-22,18573.44,19510.79,18210.36,18581.35,99365.8,1846350390.57,47908
2018-06-23,18581.35,18581.35,18283.62,18395.19,33353.27,613539756.82,29395
2018-06-24,18395.19,18395.19,16629.93,17804.35,53771.35,957364103.12,29520
2018-06-25,17804.35,17804.35,16119.49,16479.54,94547.79,1558104550.98,27049
2018-06-26,16479.54,16479.54,15438.67,15735.73,196264.7,3088367809.8,29801
2018-06-27,15735.73,17401.45,15735.73,17186.1,118894.04,2043325441.27,32791
2018-06-28,17186.1,18222.49,17186.1,17697.28,35315.85,624994665.35,26035
2018-06-29,17697.28,19328.9,17697.28,19317.07,91297.85,1763606724.41,28991
2018-06-30,19317.07,19540.26,17561.32,18671.77,84174.43,1571685324.97,33313
2018-07-01,5774.9,6002.74,5770.97,6000.0,35556.02,213336146.61,27094
2018-07-02,6000.0,6455.84,6000.0,6213.6,67900.09,421903697.0,28200
2018-07-03,6213.6,6745.78,6213.6,6658.46,145573.49,969295727.41,46038
2018-07-04,6658.46,6770.03,6530.16,6703.62,70124.99,470091007.51,41022
2018-07-05,6703.62,6703.62,6301.63,6522.26,116127.0,757411022.53,33100
2018-07-06,6522.26,6522.26,6026.77,6284.01,94344.49,592861406.2,32614
2018-07-07,6284.01,6284.01,5557.32,5690.71,90159.53,513071889.36,39125
2018-07-08,5690.71,6115.04,5690.71,6095.42,116487.46,710039900.39,36338
2018-07-09,6095.42,6404.06,5839.54,5963.66,116683.88,695863233.57,49098
2018-07-10,5963.66,6106.58,5963.66,6104.1,115053.51,702298081.08,25416
2018-07-11,6104.1,6104.1,5889.54,6059.49,71732.63,434663340.07,32234
2018-07-12,6059.49,7216.2,6059.49,6920.89,174997.82,1211140421.26,26922
2018-07-13,6920.89,6920.89,6039.93,6402.92,129627.74,829996140.09,27555
2018-07-14,6402.92,6778.84,6402.92,6535.95,38798.24,253583211.21,31769
2018-07-15,6535.95,6535.95,6162.6,6228.81,63033.78,392625718.87,26796
2018-07-16,6228.81,6527.92,6107.03,6388.95,53219.91,340019307.45,26075
2018-07-17,6388.95,6667.27,6388.95,6659.86,68322.4,455017765.73,25516
