date,symbol,open,high,low,close,volume
2020-05-08,SOLUSDT,0.4622,0.5252,0.4622,0.5244,92.21
2020-05-09,SOLUSDT,0.5244,0.5428,0.4949,0.5138,30.23
2020-05-10,SOLUSDT,0.5138,0.5804,0.5138,0.5492,29.67
2020-05-11,SOLUSDT,0.5492,0.6355,0.5492,0.6304,94.31
2020-05-12,SOLUSDT,0.6304,0.6958,0.6304,0.6699,48.37
2020-05-13,SOLUSDT,0.6699,0.7128,0.6274,0.6727,26.82
2020-05-14,SOLUSDT,0.6727,0.7075,0.6727,0.6873,21.34
2020-05-15,SOLUSDT,0.6873,0.8668,0.6873,0.8005,78.77
2020-05-16,SOLUSDT,0.8005,0.8644,0.7803,0.7831,24.98
2020-05-17,SOLUSDT,0.7831,0.7831,0.616,0.7165,103.25
2020-05-18,SOLUSDT,0.7165,0.7174,0.6715,0.7033,24.03
2020-05-19,SOLUSDT,0.7033,0.7445,0.6586,0.7034,59.89
2020-05-20,SOLUSDT,0.7034,0.7959,0.6987,0.7227,31.92
2020-05-21,SOLUSDT,0.7227,0.7344,0.6631,0.7201,36.04
2020-05-22,SOLUSDT,0.7201,0.7748,0.656,0.7129,50.46
2020-05-23,SOLUSDT,0.7129,0.7435,0.6567,0.7205,21.09
2020-05-24,SOLUSDT,0.7205,0.7804,0.6886,0.747,21.19
2020-05-25,SOLUSDT,0.747,0.796,0.7338,0.7708,49.87
2020-05-26,SOLUSDT,0.7708,0.8233,0.7572,0.7674,31.43
2020-05-27,SOLUSDT,0.7674,0.8391,0.7659,0.7911,20.17
2020-05-28,SOLUSDT,0.7911,0.8411,0.7719,0.7799,17.66
2020-05-29,SOLUSDT,0.7799,0.8511,0.7628,0.802,29.65
2020-05-30,SOLUSDT,0.802,0.8547,0.7818,0.8337,13.91
2020-05-31,SOLUSDT,0.8337,0.8344,0.7905,0.8082,35.07
2020-06-01,SOLUSDT,0.8082,0.8807,0.7861,0.8217,30.67
2020-06-02,SOLUSDT,0.8217,0.8741,0.7695,0.783,32.99
2020-06-03,SOLUSDT,0.783,0.7971,0.7443,0.7482,42.39
2020-06-04,SOLUSDT,0.7482,0.7482,0.715,0.73,46.24
2020-06-05,SOLUSDT,0.73,0.767,0.6971,0.7593,47.53
2020-06-06,SOLUSDT,0.7593,0.8514,0.7593,0.838,64.36
2020-06-07,SOLUSDT,0.838,0.9324,0.8354,0.9053,37.34
2020-06-08,SOLUSDT,0.9053,0.9053,0.8154,0.8421,24.43
2020-06-09,SOLUSDT,0.8421,0.9471,0.8413,0.898,31.73
2020-06-10,SOLUSDT,0.898,0.9633,0.898,0.9311,63.66
2020-06-11,SOLUSDT,0.9311,0.9311,0.8477,0.8835,26.07
2020-06-12,SOLUSDT,0.8835,0.8835,0.8022,0.8342,20.67
2020-06-13,SOLUSDT,0.8342,0.8748,0.745,0.8401,27.07
2020-06-14,SOLUSDT,0.8401,0.8401,0.7494,0.7809,19.18
2020-06-15,SOLUSDT,0.7809,0.8282,0.7538,0.7803,24.5
2020-06-16,SOLUSDT,0.7803,0.7803,0.6611,0.7019,18.91
2020-06-17,SOLUSDT,0.7019,0.7762,0.7019,0.7283,10.7
2020-06-18,SOLUSDT,0.7283,0.7409,0.7042,0.7167,12.72
2020-06-19,SOLUSDT,0.7167,0.7167,0.6699,0.7016,10.9
2020-06-20,SOLUSDT,0.7016,0.7016,0.6263,0.6382,98.83
2020-06-21,SOLUSDT,0.6382,0.6717,0.6361,0.6695,30.02
2020-06-22,SOLUSDT,0.6695,0.7038,0.6247,0.6774,18.63
2020-06-23,SOLUSDT,0.6774,0.6871,0.6201,0.6754,11.92
2020-06-24,SOLUSDT,0.6754,0.7088,0.6506,0.6832,35.95
2020-06-25,SOLUSDT,0.6832,0.6832,0.6021,0.614,40.47
2020-06-26,SOLUSDT,0.614,0.614,0.5549,0.5613,81.01
2020-06-27,SOLUSDT,0.5613,0.6389,0.5613,0.6217,69.81
2020-06-28,SOLUSDT,0.6217,0.6217,0.6035,0.6074,10.42
2020-06-29,SOLUSDT,0.6074,0.6288,0.5916,0.6029,12.77
2020-06-30,SOLUSDT,0.6029,0.6143,0.5451,0.572,30.23
2020-07-01,SOLUSDT,0.572,0.572,0.5318,0.5327,46.77
2020-07-02,SOLUSDT,0.5327,0.5741,0.504,0.5096,11.68
2020-07-03,SOLUSDT,0.5096,0.6116,0.5096,0.5511,52.36
2020-07-04,SOLUSDT,0.5511,0.5763,0.526,0.5538,17.93
2020-07-05,SOLUSDT,0.5538,0.6031,0.5538,0.5923,31.68
2020-07-06,SOLUSDT,0.5923,0.603,0.5611,0.5892,20.96
2020-07-07,SOLUSDT,0.5892,0.6271,0.5892,0.6059,26.45
2020-07-08,SOLUSDT,0.6059,0.6205,0.5791,0.6096,16.57
2020-07-09,SOLUSDT,0.6096,0.6096,0.535,0.5404,26.35
2020-07-10,SOLUSDT,0.5404,0.542,0.5239,0.5299,12.94
2020-07-11,SOLUSDT,0.5299,0.6139,0.5299,0.6125,78.67
2020-07-12,SOLUSDT,0.6125,0.6622,0.6098,0.6484,48.68
2020-07-13,SOLUSDT,0.6484,0.6484,0.6107,0.6353,8.06
2020-07-14,SOLUSDT,0.6353,0.6735,0.6259,0.6291,6.81
2020-07-15,SOLUSDT,0.6291,0.7101,0.616,0.6374,21.62
2020-07-16,SOLUSDT,0.6374,0.6704,0.6317,0.6694,15.51
2020-07-17,SOLUSDT,0.6694,0.6872,0.6534,0.6776,24.18
2020-07-18,SOLUSDT,0.6776,0.7244,0.6776,0.6966,13.47
2020-07-19,SOLUSDT,0.6966,0.7395,0.6667,0.6748,67.51
2020-07-20,SOLUSDT,0.6748,0.693,0.6607,0.6686,12.49
2020-07-21,SOLUSDT,0.6686,0.6877,0.5823,0.6178,119.72
2020-07-22,SOLUSDT,0.6178,0.6946,0.6119,0.6219,12.44
2020-07-23,SOLUSDT,0.6219,0.6834,0.5747,0.6515,15.05
2020-07-24,SOLUSDT,0.6515,0.681,0.6023,0.6081,28.39
2020-07-25,SOLUSDT,0.6081,0.6582,0.6021,0.6463,36.17
2020-07-26,SOLUSDT,0.6463,0.6463,0.5347,0.5743,59.49
2020-07-27,SOLUSDT,0.5743,0.5743,0.5258,0.5284,31.54
2020-07-28,SOLUSDT,0.5284,0.561,0.5016,0.5276,4.34
2020-07-29,SOLUSDT,0.5276,0.5396,0.4736,0.5015,18.09
2020-07-30,SOLUSDT,0.5015,0.5015,0.4775,0.4855,21.7
2020-07-31,SOLUSDT,0.4855,0.5158,0.4304,0.5093,55.54
2020-08-01,SOLUSDT,0.5093,0.7024,0.5093,0.6902,145.22
2020-08-02,SOLUSDT,0.6902,0.7274,0.6838,0.686,7.27
2020-08-03,SOLUSDT,0.686,0.7661,0.686,0.766,42.83
2020-08-04,SOLUSDT,0.766,0.8269,0.7212,0.7843,9.98
2020-08-05,SOLUSDT,0.7843,0.7843,0.6687,0.7635,6.68
2020-08-06,SOLUSDT,0.7635,0.8091,0.7426,0.7728,20.86
2020-08-07,SOLUSDT,0.7728,0.7728,0.6493,0.7,30.8
2020-08-08,SOLUSDT,0.7,0.7,0.6249,0.6514,25.95
2020-08-09,SOLUSDT,0.6514,0.7299,0.6499,0.6624,25.19
2020-08-10,SOLUSDT,0.6624,0.6804,0.6442,0.652,12.47
2020-08-11,SOLUSDT,0.652,0.6746,0.6309,0.668,22.44
2020-08-12,SOLUSDT,0.668,0.7252,0.6623,0.6901,20.55
2020-08-13,SOLUSDT,0.6901,0.7649,0.6901,0.7308,25.44
2020-08-14,SOLUSDT,0.7308,0.7924,0.711,0.7474,47.0
2020-08-15,SOLUSDT,0.7474,0.8438,0.7474,0.7873,37.72
2020-08-16,SOLUSDT,0.7873,0.7873,0.7013,0.7364,18.19
2020-08-17,SOLUSDT,0.7364,0.792,0.7209,0.7826,31.5
2020-08-18,SOLUSDT,0.7826,0.8687,0.7652,0.7807,7.26
2020-08-19,SOLUSDT,0.7807,0.8345,0.7175,0.8041,17.93
2020-08-20,SOLUSDT,0.8041,0.9682,0.7664,0.8305,24.72
2020-08-21,SOLUSDT,0.8305,0.9625,0.8305,0.9167,12.25
2020-08-22,SOLUSDT,0.9167,0.9167,0.8067,0.8357,14.07
2020-08-23,SOLUSDT,0.8357,0.9407,0.8357,0.8846,19.74
2020-08-24,SOLUSDT,0.8846,0.9313,0.837,0.8815,8.12
2020-08-25,SOLUSDT,0.8815,0.9811,0.8815,0.9502,50.57
2020-08-26,SOLUSDT,0.9502,0.9678,0.9361,0.943,35.78
2020-08-27,SOLUSDT,0.943,0.9963,0.943,0.9816,13.9
2020-08-28,SOLUSDT,0.9816,1.0021,0.943,0.9543,11.25
2020-08-29,SOLUSDT,0.9543,1.1937,0.9543,1.0311,28.32
2020-08-30,SOLUSDT,1.0311,1.0853,0.9667,1.0011,23.63
2020-08-31,SOLUSDT,1.0011,1.1554,1.0011,1.1281,27.11
2020-09-01,SOLUSDT,1.1281,1.1281,1.0357,1.0704,24.43
2020-09-02,SOLUSDT,1.0704,1.1059,0.961,1.0218,12.87
2020-09-03,SOLUSDT,1.0218,1.14,1.0218,1.0874,49.06
2020-09-04,SOLUSDT,1.0874,1.1567,1.0874,1.1361,24.16
2020-09-05,SOLUSDT,1.1361,1.1541,1.0031,1.0481,35.01
2020-09-06,SOLUSDT,1.0481,1.2314,1.0481,1.1576,23.88
2020-09-07,SOLUSDT,1.1576,1.1576,0.9176,0.9992,30.45
2020-09-08,SOLUSDT,0.9992,1.0136,0.9556,0.9779,14.78
2020-09-09,SOLUSDT,0.9779,0.9779,0.8058,0.8492,63.85
2020-09-10,SOLUSDT,0.8492,0.8733,0.772,0.8273,15.77
2020-09-11,SOLUSDT,0.8273,1.1183,0.8273,1.0216,72.45
2020-09-12,SOLUSDT,1.0216,1.104,0.9986,1.0367,4.94
2020-09-13,SOLUSDT,1.0367,1.2786,1.0367,1.1509,47.87
2020-09-14,SOLUSDT,1.1509,1.1708,1.1191,1.1544,14.42
2020-09-15,SOLUSDT,1.1544,1.1955,1.1544,1.1826,38.9
2020-09-16,SOLUSDT,1.1826,1.1826,0.9799,1.0172,36.74
2020-09-17,SOLUSDT,1.0172,1.1867,1.0172,1.1412,28.14
2020-09-18,SOLUSDT,1.1412,1.1412,1.104,1.1082,17.24
2020-09-19,SOLUSDT,1.1082,1.1171,1.033,1.0659,5.96
2020-09-20,SOLUSDT,1.0659,1.092,1.0504,1.0876,5.37
2020-09-21,SOLUSDT,1.0876,1.2966,1.0713,1.1459,20.05
2020-09-22,SOLUSDT,1.1459,1.1459,1.069,1.1374,6.67
2020-09-23,SOLUSDT,1.1374,1.1374,0.9754,1.0238,17.63
2020-09-24,SOLUSDT,1.0238,1.1229,0.9872,1.0315,7.98
2020-09-25,SOLUSDT,1.0315,1.1553,1.0315,1.0823,5.49
2020-09-26,SOLUSDT,1.0823,1.0895,1.0131,1.0537,6.4
2020-09-27,SOLUSDT,1.0537,1.192,1.0537,1.1114,7.08
2020-09-28,SOLUSDT,1.1114,1.2577,0.9829,1.1343,13.01
2020-09-29,SOLUSDT,1.1343,1.2981,1.1343,1.2903,36.37
2020-09-30,SOLUSDT,1.2903,1.4029,1.2277,1.3427,4.66
2020-10-01,SOLUSDT,1.3427,1.35,1.1062,1.1929,41.06
2020-10-02,SOLUSDT,1.1929,1.2609,1.1929,1.2526,11.25
2020-10-03,SOLUSDT,1.2526,1.3297,1.2488,1.284,12.74
2020-10-04,SOLUSDT,1.284,1.3538,1.1772,1.2246,28.68
2020-10-05,SOLUSDT,1.2246,1.2298,1.1703,1.1745,13.58
2020-10-06,SOLUSDT,1.1745,1.1863,1.1691,1.1731,6.09
2020-10-07,SOLUSDT,1.1731,1.2605,1.1027,1.2459,27.97
2020-10-08,SOLUSDT,1.2459,1.2459,1.1218,1.2183,13.76
2020-10-09,SOLUSDT,1.2183,1.3646,1.2183,1.3022,21.15
2020-10-10,SOLUSDT,1.3022,1.3733,1.2874,1.2991,12.21
2020-10-11,SOLUSDT,1.2991,1.4144,1.2991,1.3665,13.19
2020-10-12,SOLUSDT,1.3665,1.457,1.3665,1.4402,30.38
2020-10-13,SOLUSDT,1.4402,1.4538,1.4098,1.445,6.69
2020-10-14,SOLUSDT,1.445,1.6131,1.3885,1.5414,36.09
2020-10-15,SOLUSDT,1.5414,1.8976,1.5414,1.824,80.87
2020-10-16,SOLUSDT,1.824,1.824,1.5636,1.6352,13.37
2020-10-17,SOLUSDT,1.6352,1.6702,1.4895,1.5263,42.21
2020-10-18,SOLUSDT,1.5263,1.6806,1.5231,1.5323,4.78
2020-10-19,SOLUSDT,1.5323,1.6329,1.5323,1.6153,21.08
2020-10-20,SOLUSDT,1.6153,1.6153,1.3985,1.44,21.91
2020-10-21,SOLUSDT,1.44,1.44,1.2773,1.3523,52.59
2020-10-22,SOLUSDT,1.3523,1.3523,1.2589,1.3221,17.22
2020-10-23,SOLUSDT,1.3221,1.3485,1.2488,1.2912,19.24
2020-10-24,SOLUSDT,1.2912,1.2912,1.0998,1.2127,27.97
2020-10-25,SOLUSDT,1.2127,1.3181,1.1521,1.2746,12.7
2020-10-26,SOLUSDT,1.2746,1.2746,1.1945,1.2056,20.11
2020-10-27,SOLUSDT,1.2056,1.2468,1.1708,1.1752,28.4
2020-10-28,SOLUSDT,1.1752,1.3122,1.1752,1.2702,54.48
2020-10-29,SOLUSDT,1.2702,1.2702,1.1876,1.1962,21.86
2020-10-30,SOLUSDT,1.1962,1.2324,1.1094,1.1461,15.29
2020-10-31,SOLUSDT,1.1461,1.2675,1.1461,1.2654,69.89
2020-11-01,SOLUSDT,1.2654,1.3679,1.2122,1.2739,15.69
2020-11-02,SOLUSDT,1.2739,1.2739,1.0605,1.0974,47.12
2020-11-03,SOLUSDT,1.0974,1.0974,0.928,0.9408,16.41
2020-11-04,SOLUSDT,0.9408,1.0825,0.9408,1.0511,23.46
2020-11-05,SOLUSDT,1.0511,1.0735,0.9902,1.0435,4.82
2020-11-06,SOLUSDT,1.0435,1.0533,0.9553,1.026,5.09
2020-11-07,SOLUSDT,1.026,1.0752,1.026,1.0592,7.87
2020-11-08,SOLUSDT,1.0592,1.1507,1.0489,1.0933,11.83
2020-11-09,SOLUSDT,1.0933,1.1374,1.0005,1.0835,13.12
2020-11-10,SOLUSDT,1.0835,1.0835,1.0387,1.0454,27.5
2020-11-11,SOLUSDT,1.0454,1.2191,1.0283,1.0557,21.96
2020-11-12,SOLUSDT,1.0557,1.1227,1.0557,1.0788,7.03
2020-11-13,SOLUSDT,1.0788,1.2898,1.0788,1.2209,19.73
2020-11-14,SOLUSDT,1.2209,1.3653,1.2066,1.2582,10.29
2020-11-15,SOLUSDT,1.2582,1.3976,1.2572,1.3421,15.62
2020-11-16,SOLUSDT,1.3421,1.4637,1.3207,1.3432,6.78
2020-11-17,SOLUSDT,1.3432,1.3432,1.1287,1.1539,8.84
2020-11-18,SOLUSDT,1.1539,1.1857,1.0708,1.148,5.13
2020-11-19,SOLUSDT,1.148,1.216,1.0777,1.1824,15.8
2020-11-20,SOLUSDT,1.1824,1.2524,1.1537,1.2252,5.25
2020-11-21,SOLUSDT,1.2252,1.4015,1.2252,1.3065,18.38
2020-11-22,SOLUSDT,1.3065,1.3065,1.2249,1.2695,6.91
2020-11-23,SOLUSDT,1.2695,1.382,1.162,1.2813,6.42
2020-11-24,SOLUSDT,1.2813,1.2813,1.1758,1.2073,6.65
2020-11-25,SOLUSDT,1.2073,1.2206,1.062,1.2079,6.49
2020-11-26,SOLUSDT,1.2079,1.39,1.2079,1.2813,4.55
2020-11-27,SOLUSDT,1.2813,1.3062,1.1715,1.261,6.92
2020-11-28,SOLUSDT,1.261,1.2655,1.0732,1.1837,4.56
2020-11-29,SOLUSDT,1.1837,1.1837,1.135,1.1662,17.09
2020-11-30,SOLUSDT,1.1662,1.2921,1.1641,1.2474,9.49
2020-12-01,SOLUSDT,1.2474,1.2474,1.0536,1.1771,14.7
2020-12-02,SOLUSDT,1.1771,1.1785,1.1143,1.1568,7.17
2020-12-03,SOLUSDT,1.1568,1.2004,1.1015,1.1278,6.84
2020-12-04,SOLUSDT,1.1278,1.1727,1.0361,1.1056,5.02
2020-12-05,SOLUSDT,1.1056,1.1521,1.1056,1.1343,28.6
2020-12-06,SOLUSDT,1.1343,1.1343,1.0335,1.0369,10.09
2020-12-07,SOLUSDT,1.0369,1.0538,0.9554,0.9865,10.44
2020-12-08,SOLUSDT,0.9865,0.9865,0.936,0.941,15.94
2020-12-09,SOLUSDT,0.941,1.0996,0.941,1.002,28.52
2020-12-10,SOLUSDT,1.002,1.002,0.8564,0.9228,21.46
2020-12-11,SOLUSDT,0.9228,0.9784,0.8918,0.8933,9.83
2020-12-12,SOLUSDT,0.8933,0.9766,0.8601,0.9006,7.98
2020-12-13,SOLUSDT,0.9006,0.9006,0.8186,0.8629,15.97
2020-12-14,SOLUSDT,0.8629,0.8629,0.7875,0.7932,51.38
2020-12-15,SOLUSDT,0.7932,0.8074,0.7784,0.7881,9.01
2020-12-16,SOLUSDT,0.7881,0.8679,0.7881,0.826,14.34
2020-12-17,SOLUSDT,0.826,0.826,0.7666,0.7877,6.52
2020-12-18,SOLUSDT,0.7877,0.8414,0.7877,0.841,14.01
2020-12-19,SOLUSDT,0.841,0.8523,0.8124,0.8455,8.42
2020-12-20,SOLUSDT,0.8455,0.9218,0.8455,0.8794,31.01
2020-12-21,SOLUSDT,0.8794,0.8834,0.7951,0.856,10.37
2020-12-22,SOLUSDT,0.856,0.8965,0.856,0.895,13.25
2020-12-23,SOLUSDT,0.895,0.9552,0.8717,0.9057,6.28
2020-12-24,SOLUSDT,0.9057,0.9441,0.7423,0.8854,24.75
2020-12-25,SOLUSDT,0.8854,0.8854,0.7449,0.7969,13.51
2020-12-26,SOLUSDT,0.7969,0.9167,0.7969,0.8917,6.17
2020-12-27,SOLUSDT,0.8917,0.9912,0.8917,0.9268,9.06
2020-12-28,SOLUSDT,0.9268,1.0725,0.9268,1.0329,14.78
2020-12-29,SOLUSDT,1.0329,1.0522,1.0121,1.0287,8.65
2020-12-30,SOLUSDT,1.0287,1.0287,0.8926,0.9575,10.58
2020-12-31,SOLUSDT,0.9575,0.9999,0.9473,0.9479,9.06
2021-01-01,SOLUSDT,0.9479,1.0008,0.9248,0.9962,5.98
2021-01-02,SOLUSDT,0.9962,1.1766,0.9957,1.0893,3.13
2021-01-03,SOLUSDT,1.0893,1.2968,1.0893,1.1574,6.71
2021-01-04,SOLUSDT,1.1574,1.3817,1.1574,1.377,19.9
2021-01-05,SOLUSDT,1.377,1.377,1.2399,1.3379,7.38
2021-01-06,SOLUSDT,1.3379,1.4559,1.3244,1.3817,3.63
2021-01-07,SOLUSDT,1.3817,1.5962,1.3817,1.5489,6.6
2021-01-08,SOLUSDT,1.5489,1.5796,1.5385,1.5603,2.63
2021-01-09,SOLUSDT,1.5603,1.6961,1.5603,1.6475,8.84
2021-01-10,SOLUSDT,1.6475,1.6475,1.4329,1.5147,4.12
2021-01-11,SOLUSDT,1.5147,1.7069,1.4002,1.5976,2.71
2021-01-12,SOLUSDT,1.5976,1.6682,1.5214,1.5899,1.46
2021-01-13,SOLUSDT,1.5899,1.5978,1.4154,1.5209,8.88
2021-01-14,SOLUSDT,1.5209,1.6933,1.5209,1.6557,7.69
2021-01-15,SOLUSDT,1.6557,1.9736,1.6557,1.7553,4.18
2021-01-16,SOLUSDT,1.7553,1.9757,1.7553,1.8361,2.72
2021-01-17,SOLUSDT,1.8361,1.9299,1.8361,1.9209,2.65
2021-01-18,SOLUSDT,1.9209,2.3015,1.9209,2.2859,12.78
2021-01-19,SOLUSDT,2.2859,2.2859,1.9201,2.1221,4.35
2021-01-20,SOLUSDT,2.1221,2.5746,2.1221,2.343,3.42
2021-01-21,SOLUSDT,2.343,2.5856,2.218,2.4619,5.73
2021-01-22,SOLUSDT,2.4619,2.7128,2.4619,2.5905,6.94
2021-01-23,SOLUSDT,2.5905,3.1296,2.5905,2.8436,3.22
2021-01-24,SOLUSDT,2.8436,3.0762,2.6806,3.0516,5.01
2021-01-25,SOLUSDT,3.0516,3.5101,3.0264,3.2915,2.63
2021-01-26,SOLUSDT,3.2915,3.3289,2.9278,3.2239,2.15
2021-01-27,SOLUSDT,3.2239,3.4466,3.0702,3.1764,1.58
2021-01-28,SOLUSDT,3.1764,3.287,3.1764,3.2413,0.94
2021-01-29,SOLUSDT,3.2413,3.2413,2.8803,2.9531,2.95
2021-01-30,SOLUSDT,2.9531,3.5059,2.9531,3.2388,12.52
2021-01-31,SOLUSDT,3.2388,3.5838,3.2388,3.5069,1.9
2021-02-01,SOLUSDT,3.5069,3.7483,3.5069,3.6788,1.26
2021-02-02,SOLUSDT,3.6788,3.8214,3.5031,3.659,0.95
2021-02-03,SOLUSDT,3.659,4.475,3.6457,4.1408,3.34
2021-02-04,SOLUSDT,4.1408,4.3529,4.0593,4.1597,0.8
2021-02-05,SOLUSDT,4.1597,4.2354,4.115,4.2041,2.8
2021-02-06,SOLUSDT,4.2041,4.2041,3.2756,3.5429,3.63
2021-02-07,SOLUSDT,3.5429,3.6811,3.501,3.519,1.88
2021-02-08,SOLUSDT,3.519,3.519,3.1018,3.3652,2.83
2021-02-09,SOLUSDT,3.3652,4.1057,3.3652,3.7549,2.7
2021-02-10,SOLUSDT,3.7549,3.7549,3.1102,3.4272,1.92
2021-02-11,SOLUSDT,3.4272,3.6982,3.4272,3.6499,2.69
2021-02-12,SOLUSDT,3.6499,4.4372,3.6499,4.1575,10.07
2021-02-13,SOLUSDT,4.1575,4.413,4.1059,4.2368,4.63
2021-02-14,SOLUSDT,4.2368,4.4473,3.8712,4.2798,0.72
2021-02-15,SOLUSDT,4.2798,4.3735,4.2382,4.3596,0.76
2021-02-16,SOLUSDT,4.3596,4.4734,3.9736,4.3681,0.76
2021-02-17,SOLUSDT,4.3681,4.831,3.9934,4.2896,1.5
2021-02-18,SOLUSDT,4.2896,5.2017,4.2896,5.0164,6.38
2021-02-19,SOLUSDT,5.0164,5.0164,4.479,4.5824,5.57
2021-02-20,SOLUSDT,4.5824,4.7268,4.475,4.6829,2.17
2021-02-21,SOLUSDT,4.6829,4.817,4.6052,4.8051,1.12
2021-02-22,SOLUSDT,4.8051,4.9944,4.6991,4.7097,3.84
2021-02-23,SOLUSDT,4.7097,5.5706,4.7097,4.9095,0.63
2021-02-24,SOLUSDT,4.9095,5.1263,4.8091,4.987,1.3
2021-02-25,SOLUSDT,4.987,5.3136,4.9845,5.1551,3.32
2021-02-26,SOLUSDT,5.1551,5.4734,4.8357,5.0404,1.48
2021-02-27,SOLUSDT,5.0404,5.4752,5.0404,5.407,1.04
2021-02-28,SOLUSDT,5.407,5.407,4.3122,4.5103,9.63
2021-03-01,SOLUSDT,4.5103,5.2375,4.5103,4.8593,4.44
2021-03-02,SOLUSDT,4.8593,4.9227,4.8414,4.916,1.52
2021-03-03,SOLUSDT,4.916,4.916,4.3218,4.3548,2.56
2021-03-04,SOLUSDT,4.3548,4.9143,4.3548,4.663,1.48
2021-03-05,SOLUSDT,4.663,5.6228,4.663,5.2541,3.7
2021-03-06,SOLUSDT,5.2541,5.2541,4.797,4.9364,1.62
2021-03-07,SOLUSDT,4.9364,5.9272,4.9364,5.5906,3.46
2021-03-08,SOLUSDT,5.5906,5.5906,5.3649,5.4111,1.85
2021-03-09,SOLUSDT,5.4111,6.1791,5.4111,6.1634,5.7
2021-03-10,SOLUSDT,6.1634,7.1583,6.1634,6.9849,2.46
2021-03-11,SOLUSDT,6.9849,7.2906,6.4843,6.7236,3.61
2021-03-12,SOLUSDT,6.7236,6.7236,6.1381,6.1785,0.57
2021-03-13,SOLUSDT,6.1785,6.2518,5.6932,5.9288,2.81
2021-03-14,SOLUSDT,5.9288,6.5283,5.6135,6.0266,1.22
2021-03-15,SOLUSDT,6.0266,7.4711,6.0266,6.8995,1.91
2021-03-16,SOLUSDT,6.8995,6.8995,5.7135,6.001,2.32
2021-03-17,SOLUSDT,6.001,6.7587,6.001,6.1348,1.76
2021-03-18,SOLUSDT,6.1348,6.3953,6.1348,6.3738,0.55
2021-03-19,SOLUSDT,6.3738,6.5187,6.0782,6.3811,1.45
2021-03-20,SOLUSDT,6.3811,6.8019,6.2094,6.2308,1.7
2021-03-21,SOLUSDT,6.2308,7.3591,6.2308,7.004,4.77
2021-03-22,SOLUSDT,7.004,7.0305,5.8323,6.618,0.87
2021-03-23,SOLUSDT,6.618,7.6619,6.618,7.3462,2.7
2021-03-24,SOLUSDT,7.3462,7.6672,6.8491,7.2925,1.06
2021-03-25,SOLUSDT,7.2925,8.2405,7.2925,8.148,4.82
2021-03-26,SOLUSDT,8.148,8.148,6.9244,7.2445,5.59
2021-03-27,SOLUSDT,7.2445,7.2445,6.8394,6.8613,0.88
2021-03-28,SOLUSDT,6.8613,7.4705,6.2657,7.0174,0.97
2021-03-29,SOLUSDT,7.0174,7.0174,5.6143,6.2907,5.03
2021-03-30,SOLUSDT,6.2907,6.2907,5.7067,6.0125,2.61
2021-03-31,SOLUSDT,6.0125,6.1314,5.8426,6.0059,0.78
2021-04-01,SOLUSDT,6.0059,6.0146,5.9066,5.9371,0.67
2021-04-02,SOLUSDT,5.9371,6.4387,5.7892,6.0966,1.24
2021-04-03,SOLUSDT,6.0966,6.6001,6.0966,6.2895,0.89
2021-04-04,SOLUSDT,6.2895,6.6361,6.0011,6.3334,1.21
2021-04-05,SOLUSDT,6.3334,6.538,6.2775,6.4061,1.61
2021-04-06,SOLUSDT,6.4061,6.4061,5.5911,5.9215,3.14
