date,symbol,open,high,low,close,volume
2017-10-06,ETHUSDT,306.0438,319.4565,296.7685,296.7725,11909.04
2017-10-07,ETHUSDT,296.7725,302.7998,270.1168,297.0061,6112.24
2017-10-08,ETHUSDT,297.0061,306.0091,295.8375,301.2828,13027.45
2017-10-09,ETHUSDT,301.2828,301.4689,275.0642,289.1422,70947.09
2017-10-10,ETHUSDT,289.1422,317.7836,289.1422,315.1014,18343.81
2017-10-11,ETHUSDT,315.1014,325.1309,306.127,321.531,15252.66
2017-10-12,ETHUSDT,321.531,321.531,285.5249,293.0187,22172.42
2017-10-13,ETHUSDT,293.0187,297.748,275.9431,287.3383,8318.45
2017-10-14,ETHUSDT,287.3383,300.336,273.9509,280.9507,24944.2
2017-10-15,ETHUSDT,280.9507,290.7683,258.4767,274.7638,31757.29
2017-10-16,ETHUSDT,274.7638,274.7638,238.5535,258.7242,26762.65
2017-10-17,ETHUSDT,258.7242,288.5057,258.7242,285.4987,119652.19
2017-10-18,ETHUSDT,285.4987,285.8074,254.9342,274.322,26621.47
2017-10-19,ETHUSDT,274.322,276.1346,250.6925,258.3036,25145.37
2017-10-20,ETHUSDT,258.3036,266.4291,256.7007,260.5557,14049.08
2017-10-21,ETHUSDT,260.5557,275.8191,260.5557,274.8986,12520.96
2017-10-22,ETHUSDT,274.8986,276.877,250.4431,275.936,13467.54
2017-10-23,ETHUSDT,275.936,289.541,263.8301,277.7319,12191.77
2017-10-24,ETHUSDT,277.7319,312.3871,272.7737,289.8229,29883.92
2017-10-25,ETHUSDT,289.8229,308.6083,277.9985,284.4915,6827.08
2017-10-26,ETHUSDT,284.4915,300.379,284.4915,295.2473,17738.25
2017-10-27,ETHUSDT,295.2473,352.9729,295.2473,335.5652,75723.31
2017-10-28,ETHUSDT,335.5652,382.0478,335.5652,356.0467,31112.09
2017-10-29,ETHUSDT,356.0467,436.8282,356.0467,419.2769,34367.63
2017-10-30,ETHUSDT,419.2769,448.659,388.9315,410.1225,15570.59
2017-10-31,ETHUSDT,410.1225,460.007,410.1225,440.3788,13172.19
2017-11-01,ETHUSDT,440.3788,447.1403,430.3782,431.8428,15596.33
2017-11-02,ETHUSDT,431.8428,460.424,426.3388,457.6619,15068.23
2017-11-03,ETHUSDT,457.6619,457.6619,452.4367,453.9274,20193.94
2017-11-04,ETHUSDT,453.9274,499.9589,453.9274,471.5917,31471.02
2017-11-05,ETHUSDT,471.5917,520.1126,465.1311,473.4404,5611.33
2017-11-06,ETHUSDT,473.4404,512.6926,473.4404,500.3209,16251.47
2017-11-07,ETHUSDT,500.3209,517.0447,451.6755,507.4432,9082.59
2017-11-08,ETHUSDT,507.4432,515.7385,507.4432,512.9296,21513.57
2017-11-09,ETHUSDT,512.9296,512.9296,435.9632,443.7255,52953.98
2017-11-10,ETHUSDT,443.7255,443.7255,411.1898,421.247,6117.98
2017-11-11,ETHUSDT,421.247,469.1322,421.247,452.6172,4548.55
2017-11-12,ETHUSDT,452.6172,457.9222,435.7867,447.5847,11266.93
2017-11-13,ETHUSDT,447.5847,447.5847,423.3598,431.1859,17984.0
2017-11-14,ETHUSDT,431.1859,464.1888,431.1859,443.7009,10506.93
2017-11-15,ETHUSDT,443.7009,468.7179,437.8729,459.8527,11571.04
2017-11-16,ETHUSDT,459.8527,531.1843,459.8527,501.8624,11189.57
2017-11-17,ETHUSDT,501.8624,513.6348,449.4866,467.5257,46353.31
2017-11-18,ETHUSDT,467.5257,514.6574,460.3804,487.6459,18328.61
2017-11-19,ETHUSDT,487.6459,487.6459,466.3883,479.1593,8018.03
2017-11-20,ETHUSDT,479.1593,506.4609,459.4952,473.7945,5849.08
2017-11-21,ETHUSDT,473.7945,511.6842,473.7945,509.2199,16832.99
2017-11-22,ETHUSDT,509.2199,509.2199,483.4379,493.6716,4638.6
2017-11-23,ETHUSDT,493.6716,493.6716,460.141,471.6156,8637.73
2017-11-24,ETHUSDT,471.6156,513.1847,448.9357,471.2011,5821.12
2017-11-25,ETHUSDT,471.2011,471.2011,419.8042,442.2948,31129.47
2017-11-26,ETHUSDT,442.2948,496.3968,442.2948,458.632,36187.82
2017-11-27,ETHUSDT,458.632,482.6771,451.2423,479.0329,12896.62
2017-11-28,ETHUSDT,479.0329,529.998,479.0329,526.9807,30242.65
2017-11-29,ETHUSDT,526.9807,533.9859,526.9807,531.8761,4237.4
2017-11-30,ETHUSDT,531.8761,568.2966,526.3825,543.2889,3595.47
2017-12-01,ETHUSDT,543.2889,543.2889,410.5717,451.8655,40052.8
2017-12-02,ETHUSDT,451.8655,451.8655,401.5619,406.8982,10320.86
2017-12-03,ETHUSDT,406.8982,451.0034,406.8982,444.0404,14277.75
2017-12-04,ETHUSDT,444.0404,580.6225,444.0404,567.9235,63767.18
2017-12-05,ETHUSDT,567.9235,578.3937,517.524,556.0803,4479.29
2017-12-06,ETHUSDT,556.0803,634.0096,556.0803,628.1901,16106.61
2017-12-07,ETHUSDT,628.1901,760.9146,628.1901,744.3898,54644.17
2017-12-08,ETHUSDT,744.3898,779.736,744.3898,778.112,5980.46
2017-12-09,ETHUSDT,778.112,803.7712,743.7772,764.5936,8335.57
2017-12-10,ETHUSDT,764.5936,842.2132,764.5936,840.346,7426.12
2017-12-11,ETHUSDT,840.346,893.1262,840.346,880.7802,11731.39
2017-12-12,ETHUSDT,880.7802,950.407,879.6791,928.8954,7389.8
2017-12-13,ETHUSDT,928.8954,1011.4802,870.1106,941.5227,3157.11
2017-12-14,ETHUSDT,941.5227,981.2975,928.2626,961.4591,4107.44
2017-12-15,ETHUSDT,961.4591,1173.6906,961.4591,1111.9432,19518.82
2017-12-16,ETHUSDT,1111.9432,1183.7239,1023.3767,1068.1424,5845.41
2017-12-17,ETHUSDT,1068.1424,1151.2755,1065.7136,1122.9225,4514.02
2017-12-18,ETHUSDT,1122.9225,1122.9225,789.7053,857.9045,10633.4
2017-12-19,ETHUSDT,857.9045,954.8093,824.261,896.5442,4311.7
2017-12-20,ETHUSDT,896.5442,1079.4087,896.5442,1024.3257,13522.72
2017-12-21,ETHUSDT,1024.3257,1029.5294,964.8008,1000.0613,4530.18
2017-12-22,ETHUSDT,1000.0613,1000.0613,935.5275,949.1564,7885.28
2017-12-23,ETHUSDT,949.1564,949.1564,839.4719,880.6494,14872.76
2017-12-24,ETHUSDT,880.6494,941.2446,880.6494,928.6247,7356.38
2017-12-25,ETHUSDT,928.6247,952.5038,907.2545,908.6673,6326.06
2017-12-26,ETHUSDT,908.6673,978.5582,902.4278,916.2143,11149.45
2017-12-27,ETHUSDT,916.2143,991.6244,916.2143,918.2904,4400.44
2017-12-28,ETHUSDT,918.2904,918.2904,837.8373,841.9712,4697.39
2017-12-29,ETHUSDT,841.9712,871.6208,834.5621,862.9029,7223.48
2017-12-30,ETHUSDT,862.9029,1012.494,862.9029,962.5883,10745.39
2017-12-31,ETHUSDT,962.5883,962.5883,842.8437,884.0635,7031.1
2018-01-01,ETHUSDT,884.0635,884.0635,831.7169,842.5954,9674.17
2018-01-02,ETHUSDT,842.5954,880.1647,842.5954,868.0792,1586.68
2018-01-03,ETHUSDT,868.0792,868.0792,724.0523,751.1748,20424.31
2018-01-04,ETHUSDT,751.1748,767.2177,706.7066,740.9959,7392.49
2018-01-05,ETHUSDT,740.9959,851.4787,737.8784,804.9676,6229.66
2018-01-06,ETHUSDT,804.9676,804.9676,756.0283,800.9947,8012.03
2018-01-07,ETHUSDT,800.9947,800.9947,707.8926,748.141,4201.04
2018-01-08,ETHUSDT,748.141,872.8603,748.141,834.1812,13662.39
2018-01-09,ETHUSDT,834.1812,961.2991,834.1812,903.3001,14523.87
2018-01-10,ETHUSDT,903.3001,955.0162,876.2557,916.3071,3333.99
2018-01-11,ETHUSDT,916.3071,916.3071,829.0459,859.791,4906.54
2018-01-12,ETHUSDT,859.791,1021.1053,859.791,937.687,14799.28
2018-01-13,ETHUSDT,937.687,1079.8,937.687,1043.9658,15800.12
2018-01-14,ETHUSDT,1043.9658,1097.7177,1018.2935,1036.9801,1618.49
2018-01-15,ETHUSDT,1036.9801,1036.9801,972.8319,980.4526,9393.61
2018-01-16,ETHUSDT,980.4526,980.4526,862.2947,890.6929,4144.01
2018-01-17,ETHUSDT,890.6929,890.8317,834.3502,879.9795,5815.23
2018-01-18,ETHUSDT,879.9795,1069.9512,879.9795,1009.786,7660.63
2018-01-19,ETHUSDT,1009.786,1062.1549,972.6912,1059.9957,5651.18
2018-01-20,ETHUSDT,1059.9957,1123.1091,1047.9232,1083.8629,2681.73
2018-01-21,ETHUSDT,1083.8629,1126.3564,1067.8745,1096.2516,2364.05
2018-01-22,ETHUSDT,1096.2516,1096.2516,986.6667,1019.5973,6163.64
2018-01-23,ETHUSDT,1019.5973,1093.6272,1019.5973,1081.1081,5151.92
2018-01-24,ETHUSDT,1081.1081,1081.1081,999.8648,1020.1336,4316.59
2018-01-25,ETHUSDT,1020.1336,1034.3186,982.0983,1026.1876,2216.68
2018-01-26,ETHUSDT,1026.1876,1127.1299,1026.1876,1088.8067,3576.66
2018-01-27,ETHUSDT,1088.8067,1088.8067,901.6887,933.4026,19404.72
2018-01-28,ETHUSDT,933.4026,961.729,922.4039,944.9936,4253.04
2018-01-29,ETHUSDT,944.9936,993.248,944.9936,958.8878,3790.38
2018-01-30,ETHUSDT,958.8878,987.0244,897.3667,986.717,6380.35
2018-01-31,ETHUSDT,986.717,1107.9751,986.717,1010.9042,5798.41
2018-02-01,ETHUSDT,1010.9042,1159.2276,1010.9042,1140.7438,12617.33
2018-02-02,ETHUSDT,1140.7438,1281.6117,1140.7438,1215.2684,21994.44
2018-02-03,ETHUSDT,1215.2684,1215.2684,1092.8582,1109.1618,10195.21
2018-02-04,ETHUSDT,1109.1618,1172.4534,1073.6449,1129.6853,3903.39
2018-02-05,ETHUSDT,1129.6853,1129.6853,1067.3679,1070.7544,6022.45
2018-02-06,ETHUSDT,1070.7544,1070.7544,457.6182,482.5771,46900.44
2018-02-07,ETHUSDT,482.5771,501.822,470.3956,478.5692,11785.75
2018-02-08,ETHUSDT,478.5692,546.1086,478.5692,518.4504,12862.72
2018-02-09,ETHUSDT,518.4504,557.2524,497.22,503.0001,27256.25
2018-02-10,ETHUSDT,503.0001,555.8778,503.0001,552.2416,35573.07
2018-02-11,ETHUSDT,552.2416,577.7657,523.5711,548.7533,11243.73
2018-02-12,ETHUSDT,548.7533,575.967,548.7533,568.197,11960.47
2018-02-13,ETHUSDT,568.197,575.1217,547.3943,552.7371,25613.08
2018-02-14,ETHUSDT,552.7371,594.0276,536.5764,558.7989,10150.75
2018-02-15,ETHUSDT,558.7989,558.7989,543.7256,551.0828,7744.01
2018-02-16,ETHUSDT,551.0828,598.357,551.0828,565.1886,9985.69
2018-02-17,ETHUSDT,565.1886,619.3893,549.7581,583.0542,14975.33
2018-02-18,ETHUSDT,583.0542,663.2603,580.393,607.0729,9221.61
2018-02-19,ETHUSDT,607.0729,698.0827,550.6553,611.9505,10087.39
2018-02-20,ETHUSDT,611.9505,627.0771,597.226,624.1964,14698.86
2018-02-21,ETHUSDT,624.1964,688.585,593.0404,642.8822,18798.12
2018-02-22,ETHUSDT,642.8822,690.9192,642.8822,673.8763,22668.51
2018-02-23,ETHUSDT,673.8763,735.6186,628.9275,699.2128,17426.51
2018-02-24,ETHUSDT,699.2128,803.1784,699.2128,775.3109,13348.35
2018-02-25,ETHUSDT,775.3109,790.8377,760.4702,764.52,6756.88
2018-02-26,ETHUSDT,764.52,822.6175,764.52,816.9671,7780.45
2018-02-27,ETHUSDT,816.9671,830.7024,787.4835,805.7115,8396.98
2018-02-28,ETHUSDT,805.7115,843.0241,800.7737,836.9198,6123.44
2018-03-01,ETHUSDT,836.9198,901.9293,817.6844,824.0675,6353.49
2018-03-02,ETHUSDT,824.0675,830.72,760.9141,780.7685,21444.8
2018-03-03,ETHUSDT,780.7685,869.9545,780.7685,825.0915,9248.23
2018-03-04,ETHUSDT,825.0915,851.2792,780.7422,784.2629,8658.07
2018-03-05,ETHUSDT,784.2629,784.2629,766.3875,767.1292,11304.36
2018-03-06,ETHUSDT,767.1292,798.8436,767.1292,798.4593,8779.91
2018-03-07,ETHUSDT,798.4593,821.3542,798.4593,813.3846,2864.27
2018-03-08,ETHUSDT,813.3846,935.7777,813.3846,885.6732,28080.35
2018-03-09,ETHUSDT,885.6732,885.6732,812.6311,830.5669,5654.28
2018-03-10,ETHUSDT,830.5669,830.5669,741.386,803.1171,3493.07
2018-03-11,ETHUSDT,803.1171,946.2927,803.1171,876.6258,6169.04
2018-03-12,ETHUSDT,876.6258,878.9773,869.9931,875.7062,4866.78
2018-03-13,ETHUSDT,875.7062,934.255,848.3393,893.8119,6258.63
2018-03-14,ETHUSDT,893.8119,1095.5838,893.8119,1070.0169,17277.83
2018-03-15,ETHUSDT,1070.0169,1120.7166,1049.0825,1111.9785,6494.35
2018-03-16,ETHUSDT,1111.9785,1132.1322,1099.8097,1112.2248,8155.44
2018-03-17,ETHUSDT,1112.2248,1112.2248,1067.6572,1082.9611,12201.82
2018-03-18,ETHUSDT,1082.9611,1093.2765,1036.6017,1083.3049,2851.33
2018-03-19,ETHUSDT,1083.3049,1167.2659,1024.4604,1100.9213,6369.19
2018-03-20,ETHUSDT,1100.9213,1223.9484,1100.9213,1215.536,11456.32
2018-03-21,ETHUSDT,1215.536,1255.1024,1146.1484,1253.2144,9354.73
2018-03-22,ETHUSDT,1253.2144,1253.2144,1150.5567,1202.4215,9932.77
2018-03-23,ETHUSDT,1202.4215,1216.377,1167.811,1172.7823,3116.34
2018-03-24,ETHUSDT,1172.7823,1362.1694,1172.7823,1263.818,8190.37
2018-03-25,ETHUSDT,1263.818,1298.8187,1211.1724,1276.7823,5806.11
2018-03-26,ETHUSDT,1276.7823,1276.7823,1204.0069,1206.3574,10761.56
2018-03-27,ETHUSDT,1206.3574,1231.2588,1135.6189,1196.4621,3350.8
2018-03-28,ETHUSDT,1196.4621,1249.5759,1160.915,1223.6826,12904.87
2018-03-29,ETHUSDT,1223.6826,1301.6104,1223.6826,1290.2695,11270.39
2018-03-30,ETHUSDT,1290.2695,1448.4726,1290.2695,1364.2222,6621.84
2018-03-31,ETHUSDT,1364.2222,1420.0386,1325.4388,1347.6507,3707.66
2018-04-01,ETHUSDT,1347.6507,1438.7327,1347.6507,1419.6142,10654.23
2018-04-02,ETHUSDT,1419.6142,1419.6142,1264.9131,1344.9849,11472.73
2018-04-03,ETHUSDT,1344.9849,1462.9232,1344.9849,1412.1628,4236.85
2018-04-04,ETHUSDT,1412.1628,1412.1628,1295.4893,1381.4114,3274.18
2018-04-05,ETHUSDT,1381.4114,1513.0931,1381.4114,1481.3556,9176.0
2018-04-06,ETHUSDT,1481.3556,1481.3556,1370.6629,1379.7227,8150.04
2018-04-07,ETHUSDT,1379.7227,1426.8481,1347.4336,1391.145,2869.53
2018-04-08,ETHUSDT,1391.145,1588.4792,1391.145,1557.9212,9624.34
2018-04-09,ETHUSDT,1557.9212,1723.3534,1557.9212,1707.3767,7656.97
2018-04-10,ETHUSDT,1707.3767,1796.5441,1644.8024,1771.9715,4758.93
2018-04-11,ETHUSDT,1771.9715,1832.3277,1650.4228,1756.3961,2021.69
2018-04-12,ETHUSDT,1756.3961,1757.9942,1570.5124,1678.0746,5747.84
2018-04-13,ETHUSDT,1678.0746,1767.6811,1611.4411,1680.7391,4073.75
2018-04-14,ETHUSDT,1680.7391,1697.5587,1578.1225,1591.6813,7084.35
2018-04-15,ETHUSDT,1591.6813,1725.4712,1575.3961,1712.4255,4143.28
2018-04-16,ETHUSDT,1712.4255,1807.0889,1712.4255,1802.0774,1472.66
2018-04-17,ETHUSDT,1802.0774,1802.0774,1724.6601,1735.4342,7455.49
2018-04-18,ETHUSDT,1735.4342,1750.6585,1656.5821,1699.5529,2829.78
2018-04-19,ETHUSDT,1699.5529,1730.771,1571.1444,1598.4109,10759.23
2018-04-20,ETHUSDT,1598.4109,1671.7367,1527.7894,1576.4023,3830.17
2018-04-21,ETHUSDT,1576.4023,1576.4023,1505.4916,1542.7262,2966.86
2018-04-22,ETHUSDT,1542.7262,1765.3911,1542.7262,1646.1481,8670.55
2018-04-23,ETHUSDT,1646.1481,1646.1481,1522.762,1615.7033,2059.59
2018-04-24,ETHUSDT,1615.7033,1617.4736,1526.9265,1577.364,3302.44
2018-04-25,ETHUSDT,1577.364,1701.5117,1577.364,1685.5255,3330.18
2018-04-26,ETHUSDT,1685.5255,1833.2077,1685.5255,1721.2292,4089.09
2018-04-27,ETHUSDT,1721.2292,1839.5401,1721.2292,1796.782,3000.36
2018-04-28,ETHUSDT,1796.782,1849.3835,1694.8975,1711.554,3303.04
2018-04-29,ETHUSDT,1711.554,1849.6768,1709.0567,1728.7636,3077.98
2018-04-30,ETHUSDT,1728.7636,1891.3467,1728.7636,1815.6745,2725.76
2018-05-01,ETHUSDT,1815.6745,1815.6745,1576.9953,1624.3357,13619.05
2018-05-02,ETHUSDT,1624.3357,1785.2127,1624.3357,1719.0007,15067.44
2018-05-03,ETHUSDT,1719.0007,1858.7222,1719.0007,1827.9168,3534.87
2018-05-04,ETHUSDT,1827.9168,1827.9168,1675.3203,1733.4417,4415.47
2018-05-05,ETHUSDT,1733.4417,1798.8282,1663.4107,1707.6538,1488.9
2018-05-06,ETHUSDT,1707.6538,1707.6538,1412.6339,1470.9494,5878.4
2018-05-07,ETHUSDT,1470.9494,1504.5613,1459.1623,1477.1117,4362.54
2018-05-08,ETHUSDT,1477.1117,1485.6108,1400.4996,1453.1137,6232.99
2018-05-09,ETHUSDT,1453.1137,1453.1137,1332.0794,1366.5158,3871.07
2018-05-10,ETHUSDT,1366.5158,1510.166,1366.5158,1504.0988,8783.63
2018-05-11,ETHUSDT,1504.0988,1515.7742,1455.8654,1503.6093,8174.26
2018-05-12,ETHUSDT,1503.6093,1503.6093,1337.3021,1383.465,5757.77
2018-05-13,ETHUSDT,1383.465,1466.9889,1383.465,1444.229,2968.38
2018-05-14,ETHUSDT,1444.229,1505.4294,1306.8071,1384.3501,9145.94
2018-05-15,ETHUSDT,1384.3501,1384.3501,1274.1098,1293.623,7810.26
2018-05-16,ETHUSDT,1293.623,1364.3731,1293.623,1343.6327,6152.0
2018-05-17,ETHUSDT,1343.6327,1511.5319,1343.6327,1422.1992,6001.11
2018-05-18,ETHUSDT,1422.1992,1500.4689,1315.8202,1416.6925,8200.87
2018-05-19,ETHUSDT,1416.6925,1416.6925,1324.8563,1338.9705,3395.27
2018-05-20,ETHUSDT,1338.9705,1389.9515,1325.0714,1357.3657,3440.26
2018-05-21,ETHUSDT,1357.3657,1478.9327,1325.9357,1430.8306,5633.67
2018-05-22,ETHUSDT,1430.8306,1578.649,1406.5928,1453.9895,1481.81
2018-05-23,ETHUSDT,1453.9895,1453.9895,1287.3929,1414.9928,3498.73
2018-05-24,ETHUSDT,1414.9928,1609.5716,1414.9928,1502.4154,6926.3
2018-05-25,ETHUSDT,1502.4154,1546.9962,1502.4154,1544.9041,3341.2
2018-05-26,ETHUSDT,1544.9041,1755.2185,1544.9041,1656.9268,989.14
2018-05-27,ETHUSDT,1656.9268,1656.9268,1450.665,1482.0718,4347.63
2018-05-28,ETHUSDT,1482.0718,1587.9095,1482.0718,1586.3514,2436.6
2018-05-29,ETHUSDT,1586.3514,1643.7156,1586.3514,1629.6635,2709.15
2018-05-30,ETHUSDT,1629.6635,1673.9366,1590.1767,1639.7186,4024.49
2018-05-31,ETHUSDT,1639.7186,1639.7186,1460.5632,1612.4125,2067.08
2018-06-01,ETHUSDT,1612.4125,1770.4062,1582.9749,1638.7036,1867.28
2018-06-02,ETHUSDT,1638.7036,1638.7036,1473.2074,1524.905,6981.78
2018-06-03,ETHUSDT,1524.905,1621.5743,1463.5849,1516.3735,4724.45
2018-06-04,ETHUSDT,1516.3735,1538.2711,1376.7953,1449.1973,2472.07
2018-06-05,ETHUSDT,1449.1973,1449.1973,1303.8742,1360.3575,7657.92
2018-06-06,ETHUSDT,1360.3575,1404.5344,1360.3575,1391.1602,1890.61
2018-06-07,ETHUSDT,1391.1602,1471.2366,1391.1602,1458.2776,2742.0
2018-06-08,ETHUSDT,1458.2776,1471.4929,1393.8188,1452.6022,2684.05
2018-06-09,ETHUSDT,1452.6022,1452.6022,1031.7364,1175.3072,32543.43
2018-06-10,ETHUSDT,1175.3072,1209.7728,1151.3684,1189.4691,3501.73
2018-06-11,ETHUSDT,1189.4691,1249.1621,1189.4691,1224.6978,3503.94
2018-06-12,ETHUSDT,1224.6978,1224.6978,1101.7053,1176.356,16475.94
2018-06-13,ETHUSDT,1176.356,1289.4232,1176.356,1237.747,14949.02
2018-06-14,ETHUSDT,1237.747,1237.747,1097.6049,1144.8525,9505.12
2018-06-15,ETHUSDT,1144.8525,1187.9892,1107.6843,1138.9684,5822.03
2018-06-16,ETHUSDT,1138.9684,1162.237,1088.2125,1147.4347,6823.95
2018-06-17,ETHUSDT,1147.4347,1242.1648,1147.4347,1212.0749,6389.7
2018-06-18,ETHUSDT,1212.0749,1212.0749,1148.6283,1171.2975,8454.57
2018-06-19,ETHUSDT,1171.2975,1364.3692,1171.2975,1343.2013,31503.7
2018-06-20,ETHUSDT,1343.2013,1370.5164,1315.3789,1352.576,4005.45
2018-06-21,ETHUSDT,1352.576,1505.0929,1286.4956,1402.8864,7277.74
2018-06-22,ETHUSDT,1402.8864,1407.6792,1342.0985,1394.107,5237.95
2018-06-23,ETHUSDT,1394.107,1440.5645,1349.5997,1372.6765,1354.07
2018-06-24,ETHUSDT,1372.6765,1476.57,1372.6765,1390.8257,3289.0
2018-06-25,ETHUSDT,1390.8257,1419.702,1287.1423,1347.4922,8097.01
2018-06-26,ETHUSDT,1347.4922,1371.522,1329.6147,1337.2856,12340.26
2018-06-27,ETHUSDT,1337.2856,1598.8031,1337.2856,1501.0691,20774.69
2018-06-28,ETHUSDT,1501.0691,1598.8672,1501.0691,1539.6512,2428.44
2018-06-29,ETHUSDT,1539.6512,1714.9643,1539.6512,1693.3401,8003.84
2018-06-30,ETHUSDT,1693.3401,1693.3401,1548.2361,1629.2724,4429.09
2018-07-01,ETHUSDT,1629.2724,1629.2724,692.9472,742.2488,56040.63
2018-07-02,ETHUSDT,742.2488,773.2171,742.2488,760.9101,6981.11
2018-07-03,ETHUSDT,760.9101,824.5933,760.9101,808.6324,26681.84
2018-07-04,ETHUSDT,808.6324,835.6173,796.1379,830.6672,12749.99
2018-07-05,ETHUSDT,830.6672,830.6672,751.0979,788.5919,18535.38
2018-07-06,ETHUSDT,788.5919,888.2959,788.5919,823.9728,32171.61
2018-07-07,ETHUSDT,823.9728,823.9728,731.1604,731.2331,41783.89
2018-07-08,ETHUSDT,731.2331,783.7861,731.2331,742.7843,17726.85
2018-07-09,ETHUSDT,742.7843,762.4123,742.7843,760.5665,28515.3
2018-07-10,ETHUSDT,760.5665,797.1984,760.5665,797.0521,41035.37
2018-07-11,ETHUSDT,797.0521,823.792,797.0521,810.3811,7884.66
2018-07-12,ETHUSDT,810.3811,1028.8015,810.3811,923.3762,52959.69
2018-07-13,ETHUSDT,923.3762,923.3762,857.6699,866.8316,28850.73
2018-07-14,ETHUSDT,866.8316,896.3151,851.298,854.4914,4877.9
2018-07-15,ETHUSDT,854.4914,859.7734,816.5802,824.3485,14428.89
2018-07-16,ETHUSDT,824.3485,839.4257,799.1928,822.3861,7871.73
2018-07-17,ETHUSDT,822.3861,880.3952,822.3861,879.9053,14475.69
2018-07-18,ETHUSDT,879.9053,939.3018,853.6271,869.9671,14265.15
2018-07-19,ETHUSDT,869.9671,869.9671,812.1091,820.8869,34225.71
2018-07-20,ETHUSDT,820.8869,831.8137,752.8545,806.8814,9791.43
2018-07-21,ETHUSDT,806.8814,806.8814,743.977,776.5413,16488.66
